starting_name,family_TNRS,current_name,infra_taxa,name_source,in_Yosemite_list,outcome,broader,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,notes
Lepidium virginicum,Brassicaceae,Lepidium virginicum,,CCH_synonym,TRUE,,3.dicot,6,6,1998,"Graham, Roy D.",1999,
Lepidium virginicum pubescens,Brassicaceae,Lepidium virginicum,,TNRS_synonym,TRUE,,3.dicot,1,,1939,"Hitchcock, C. L.",1939,
Lepidium virginicum subsp. menziesii,Brassicaceae,Lepidium virginicum,,CCH_synonym,TRUE,,3.dicot,3,3,1933,"Purer, Edith A.",2010,
Lepidium virginicum subsp. virginicum,Brassicaceae,Lepidium virginicum,,CCH_synonym,TRUE,,3.dicot,2,2,2009,"Smith, Sierra",2009,
Lepidium virginicum var. menziesii,Brassicaceae,Lepidium virginicum,,CCH_synonym,TRUE,,3.dicot,3,,1923,"Howell, John Thomas",1959,
Lepidium virginicum var. pubescens,Brassicaceae,Lepidium virginicum,,CCH_synonym,TRUE,,3.dicot,3,1,1939,"Hitchcock, C. L.",2010,
Lepidium virginicum var. virginicum,Brassicaceae,Lepidium virginicum,,CCH_synonym,TRUE,,3.dicot,1,1,2002,"Taylor, Dean William",2002,
Lunaria annua,Brassicaceae,Lunaria annua,,CCH_synonym,TRUE,,3.dicot,,,,,,
Nasturtium officinale,Brassicaceae,Nasturtium officinale,,CCH_synonym,TRUE,,3.dicot,2,,1911,"Abrams, Le Roy",1924,
Rorippa nasturtium-aquaticum,Brassicaceae,Nasturtium officinale,,CCH_synonym,TRUE,,3.dicot,3,2,1911,"Abrams, Le Roy",1999,
Phoenicaulis cheiranthoides,Brassicaceae,Phoenicaulis cheiranthoides,,CCH_synonym,TRUE,,3.dicot,2,2,2005,"Colwell, Alison",2005,
Raphanus raphanistrum,Brassicaceae,Raphanus raphanistrum,,CCH_synonym,TRUE,,3.dicot,3,2,1964,"Frenkel, R. E.",2009,
Raphanus sativus,Brassicaceae,Raphanus sativus,,CCH_synonym,TRUE,,3.dicot,3,3,1927,"Michael, Enid",1999,
Rorippa curvipes,Brassicaceae,Rorippa curvipes,,CCH_synonym,TRUE,,3.dicot,4,3,2006,"Colwell, Alison",2007,
Rorippa curvisiliqua,Brassicaceae,Rorippa curvisiliqua,,CCH_synonym,TRUE,,3.dicot,19,12,1894,"Congdon, Joseph Whipple",2021,
Rorippa sinuata,Brassicaceae,Rorippa sinuata,,TNRS_synonym,TRUE,,3.dicot,4,3,1883,"Congdon, Joseph Whipple",1894,
Sinapis arvensis,Brassicaceae,Sinapis arvensis,,CCH_synonym,TRUE,,3.dicot,2,1,1964,"Frenkel, R. E.",1999,
Sisymbrium altissimum,Brassicaceae,Sisymbrium altissimum,,CCH_synonym,TRUE,,3.dicot,15,13,1926,"Bacigalupi, Rimo C.",2009,
Sisymbrium erysimoides,Brassicaceae,Sisymbrium erysimoides,,CCH_synonym,FALSE,"add, new invasive",3.dicot,2,2,2009,"Smith, Sierra",2009,
Sisymbrium irio,Brassicaceae,Sisymbrium irio,,CCH_synonym,FALSE,"add, new invasive",3.dicot,2,2,2009,"Taylor, Dean William",2009,
Sisymbrium officinale,Brassicaceae,Sisymbrium officinale,,CCH_synonym,TRUE,,3.dicot,1,,1983,"Botti, Stephen J.",1983,
Streptanthus diversifolius,Brassicaceae,Streptanthus diversifolius,,CCH_synonym,TRUE,,3.dicot,5,1,1917,"Grant, Adele Lewis",2008,
Streptanthus lasiophyllus,Brassicaceae,Streptanthus lasiophyllus,,from_gbif,,,3.dicot,,,,,,
Streptanthus polygaloides,Brassicaceae,Streptanthus polygaloides,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,1,,1863,"Brewer, William Henry",1863,
Streptanthus tortuosus,Brassicaceae,Streptanthus tortuosus,,CCH_synonym,TRUE,,3.dicot,104,53,1860,"Bolander, Henry Nicholas",2008,
Streptanthus tortuosus var orbiculatus,Brassicaceae,Streptanthus tortuosus,,TNRS_synonym,TRUE,,3.dicot,1,1,1930,"Peirson, Frank W.",1930,
Streptanthus tortuosus var. orbiculatus,Brassicaceae,Streptanthus tortuosus,,CCH_synonym,TRUE,,3.dicot,22,19,1883,"Curran, Mary Katherine",1977,
Streptanthus tortuosus var. tortuosus,Brassicaceae,Streptanthus tortuosus,,CCH_synonym,TRUE,,3.dicot,2,2,1932,"Driver, Mr. and Mrs.",1957,
Streptanthus tortusus,Brassicaceae,Streptanthus tortuosus,,TNRS_synonym,TRUE,,3.dicot,1,,1921,"Peirson, Frank W.",1921,
Subularia aquatica,Brassicaceae,Subularia aquatica,,CCH_synonym,TRUE,,3.dicot,7,6,1939,"Cole, James E.",2007,
Subularia aquatica americana,Brassicaceae,Subularia aquatica,,TNRS_synonym,TRUE,,3.dicot,1,,1934,"Sharsmith, Carl W.",1934,
Subularia aquatica subsp. americana,Brassicaceae,Subularia aquatica,,CCH_synonym,TRUE,,3.dicot,9,6,1934,"Sharsmith, Carl W.",2009,
Subularia aquatica var. americana,Brassicaceae,Subularia aquatica,,CCH_synonym,TRUE,,3.dicot,1,1,1934,"Sharsmith, Carl W.",1934,
Thysanocarpus curvipes,Brassicaceae,Thysanocarpus curvipes,,CCH_synonym,TRUE,,3.dicot,34,13,1862,"Bolander, Henry Nicholas",2006,
Thysanocarpus curvipes subsp. elegans,Brassicaceae,Thysanocarpus curvipes,,CCH_synonym,TRUE,,3.dicot,2,1,1935,"Augustine, W. B.",1944,
Thysanocarpus curvipes subsp. longistylus,Brassicaceae,Thysanocarpus curvipes,,CCH_synonym,TRUE,,3.dicot,3,2,1880,unknown,1924,
Thysanocarpus curvipes var. curvipes,Brassicaceae,Thysanocarpus curvipes,,CCH_synonym,TRUE,,3.dicot,2,,1911,"Abrams, Le Roy",1926,
Draba reptans,Brassicaceae,Tomostima reptans,,CCH_synonym,FALSE,"add, new native",3.dicot,1,1,1981,"Taylor, Dean William",1981,
Tropidocarpum gracile,Brassicaceae,Tropidocarpum gracile,,CCH_synonym,TRUE,,3.dicot,1,1,1928,"Michael, Enid",1928,
Arabis glabra,Brassicaceae,Turritis glabra,,CCH_synonym,TRUE,,3.dicot,8,4,1911,"Abrams, Le Roy",2006,
Turritis glabra,Brassicaceae,Turritis glabra,,CCH_synonym,TRUE,,3.dicot,8,3,1902,"Bacon, Mrs. D. G.",1959,
Arabis inamoena,Brassicaceae,Yosemitea repanda,,CCH_synonym,FALSE,changed current name,3.dicot,1,1,1927,"Peirson, Frank W.",1927,
Arabis repanda,Brassicaceae,Yosemitea repanda,,CCH_synonym,FALSE,changed current name,3.dicot,6,2,1866,"Bolander, Henry Nicholas",2006,
Arabis repanda var. repanda,Brassicaceae,Yosemitea repanda,,CCH_synonym,FALSE,changed current name,3.dicot,2,1,1944,"Sharsmith, Carl W.",1944,
Boechera repanda,Brassicaceae,Yosemitea repanda,,CCH_synonym,FALSE,changed current name,3.dicot,19,10,1866,"Bolander, Henry Nicholas",2010,
Boechera repanda var. repanda,Brassicaceae,Yosemitea repanda,,TNRS_synonym,TRUE,,3.dicot,1,1,2010,"Taylor, Dean William",2010,
Yosemitea repanda,Brassicaceae,Yosemitea repanda,,via_gbif,,,3.dicot,,,,,,
Brasenia schreberi,Cabombaceae,Brasenia schreberi,,CCH_synonym,TRUE,,3.dicot,9,7,1897,"Turner, H. W.",2008,
Calycanthus occidentalis,Calycanthaceae,Calycanthus occidentalis,,CCH_synonym,TRUE,,3.dicot,21,14,1878,"Ford, Henry Chapman",1977,
Downingia montana,Campanulaceae,Downingia montana,,CCH_synonym,TRUE,,3.dicot,20,17,1889,"Chesnut, Drew",2011,
Githopsis diffusa subsp. robusta,Campanulaceae,Githopsis diffusa,,CCH_synonym,FALSE,"add, new native",3.dicot,1,1,2002,"Taylor, Dean William",2002,
Githopsis pulchella subsp. pulchella,Campanulaceae,Githopsis pulchella,,CCH_synonym,FALSE,"add_but_omit, wrong ID",3.dicot,1,1,1928,"Michael, Enid",1928,
Githopsis specularioides,Campanulaceae,Githopsis specularioides,,CCH_synonym,TRUE,,3.dicot,3,1,1880,"Cleveland, Daniel",1947,
Heterocodon rariflorum,Campanulaceae,Heterocodon rariflorum,,CCH_synonym,TRUE,,3.dicot,23,18,1866,"Bolander, Henry Nicholas",2006,
Nemacladus capillaris,Campanulaceae,Nemacladus capillaris,,CCH_synonym,TRUE,,3.dicot,2,1,1938,"Mason, Herbert L.",1943,
Nemacladus interior,Campanulaceae,Nemacladus interior,,CCH_synonym,TRUE,,3.dicot,19,12,1866,State Survey,1999,
Asyneuma prenanthoides,Campanulaceae,Smithiastrum prenanthoides,,CCH_synonym,FALSE,changed current name,3.dicot,15,7,1889,unknown,1984,
Campanula prenanthoides,Campanulaceae,Smithiastrum prenanthoides,,CCH_synonym,FALSE,changed current name,3.dicot,12,8,1891,"Coville, Frederick V.",1999,
Smithiastrum prenanthoides,Campanulaceae,Smithiastrum prenanthoides,,TNRS_synonym,TRUE,,3.dicot,2,2,1878,"Ford, Henry Chapman",1939,
Triodanis biflora,Campanulaceae,Triodanis biflora,,CCH_synonym,FALSE,"add, new native",3.dicot,1,1,1902,"Hall, Harvey Monroe",1902,
Humulus lupulus,Cannabaceae,Humulus lupulus,,iNat_synonym,,,3.dicot,,,,,,
Humulus lupulus var. lupulus,Cannabaceae,Humulus lupulus,,CCH_synonym,TRUE,,3.dicot,1,1,2009,"Taylor, Dean William",2009,
Lonicera caerulea,Caprifoliaceae,Lonicera caerulea,,Yos_scientific,,,3.dicot,,,,,,
Lonicera caerulea cauriana,Caprifoliaceae,Lonicera caerulea,,TNRS_synonym,TRUE,,3.dicot,1,,1907,"Ware, R. A.",1907,
Lonicera caerulea var. cauriana,Caprifoliaceae,Lonicera caerulea,,CCH_synonym,FALSE,changed current name,3.dicot,1,1,1978,"Messick, Tim",1978,
Lonicera cauriana,Caprifoliaceae,Lonicera caerulea,,CCH_synonym,FALSE,changed current name,3.dicot,13,7,1866,"Bolander, Henry Nicholas",1997,
Lonicera breweri,Caprifoliaceae,Lonicera conjugialis,,TNRS_synonym,TRUE,,3.dicot,1,,1866,"Bolander, Henry Nicholas",1866,
Lonicera conjugialis,Caprifoliaceae,Lonicera conjugialis,,CCH_synonym,TRUE,,3.dicot,34,23,1866,"Bolander, Henry Nicholas",2007,
Lonicera interrupta,Caprifoliaceae,Lonicera interrupta,,CCH_synonym,TRUE,,3.dicot,20,14,1901,"Grant, George B.",1959,
Lonicera involucrata,Caprifoliaceae,Lonicera involucrata,,CCH_synonym,TRUE,,3.dicot,14,9,1866,"Bolander, Henry Nicholas",1963,
Lonicera involucrata var. involucrata,Caprifoliaceae,Lonicera involucrata,,CCH_synonym,TRUE,,3.dicot,16,11,1866,"Bolander, Henry Nicholas",1958,
Plectritis ciliosa subsp. ciliosa,Caprifoliaceae,Plectritis ciliosa,,CCH_synonym,FALSE,changed current name,3.dicot,2,1,1924,"Howell, John Thomas",1924,
Plectritis brachystemon,Caprifoliaceae,Plectritis congesta,,CCH_synonym,FALSE,changed current name,3.dicot,1,1,2002,"Taylor, Dean William",2002,
Plectritis congesta,Caprifoliaceae,Plectritis congesta,,Symbiotica,,Symbiotica_new: out-of-range,3.dicot,,,,,,
Plectritis congesta subsp. brachystemon,Caprifoliaceae,Plectritis congesta,,Symbiotica,,,3.dicot,,,,,,
Valeriana brachystemon,Caprifoliaceae,Plectritis congesta,,,,,3.dicot,,,,,,
Symphoricarpos albus,Caprifoliaceae,Symphoricarpos albus,,Yos_scientific,,,3.dicot,,,,,,
Symphoricarpos albus var. laevigatus,Caprifoliaceae,Symphoricarpos albus,,Symbiotica,,Symbiotica_new: Harden flat,3.dicot,,,,,,
Symphoricarpos acutus,Caprifoliaceae,Symphoricarpos mollis,,CCH_synonym,TRUE,,3.dicot,1,1,1911,"Abrams, Le Roy",1911,
Symphoricarpos mollis,Caprifoliaceae,Symphoricarpos mollis,,CCH_synonym,TRUE,,3.dicot,22,11,1885,"Congdon, Joseph Whipple",2007,
Symphoricarpos mollis var. acutus,Caprifoliaceae,Symphoricarpos mollis,,CCH_synonym,FALSE,changed current name,3.dicot,2,1,1908,"Smith, R. J.",1911,
Symphoricarpos rotundifolius,Caprifoliaceae,Symphoricarpos rotundifolius,,CCH_synonym,TRUE,,3.dicot,8,3,1907,"Eastwood, Alice",2007,
Symphoricarpos rotundifolius var. rotundifolius,Caprifoliaceae,Symphoricarpos rotundifolius,,CCH_synonym,TRUE,,3.dicot,14,11,1889,"Chesnut, Drew",2005,
Symphoricarpos vaccinioides,Caprifoliaceae,Symphoricarpos rotundifolius,,CCH_synonym,FALSE,changed current name,3.dicot,2,1,1914,"Perkins, Albert J.",1940,
Symphoricarpos vaccinoides,Caprifoliaceae,Symphoricarpos rotundifolius,,TNRS_synonym,TRUE,,3.dicot,1,,1951,"Warnock, Douglas",1951,
Valeriana californica,Caprifoliaceae,Valeriana californica,,CCH_synonym,TRUE,,3.dicot,32,22,1863,"Brewer, William Henry",2009,
Valeriana capitata subsp. californica,Caprifoliaceae,Valeriana californica,,CCH_synonym,TRUE,,3.dicot,10,2,1910,Hutchinson,1965,
Valeriana sitchensis,Caprifoliaceae,Valeriana sitchensis,,CCH_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Valeriana sitchensis subsp. scouleri,Caprifoliaceae,Valeriana sitchensis,,CCH_synonym,TRUE,,3.dicot,1,1,1866,"Bolander, Henry Nicholas",1866,
Valeriana sitchensis subsp. sitchensis,Caprifoliaceae,Valeriana sitchensis,,CCH_synonym,TRUE,,3.dicot,1,,1932,"Benson, Lyman D.",1932,
Cerastium arvense,Caryophyllaceae,Cerastium arvense,,CCH_synonym,TRUE,,3.dicot,12,4,1909,"Jepson, Willis L.",1964,
Cerastium arvense strictum,Caryophyllaceae,Cerastium arvense,,TNRS_synonym,FALSE,changed current name,3.dicot,1,,1911,"Abrams, Le Roy",1911,
Cerastium arvense subsp. strictum,Caryophyllaceae,Cerastium arvense,,CCH_synonym,TRUE,,3.dicot,2,1,1944,"Sharsmith, Carl W.",2010,
Cerastium beeringianum,Caryophyllaceae,Cerastium beeringianum,,CCH_synonym,TRUE,,3.dicot,9,6,1937,"Sharsmith, Carl W.",2012,
Cerastium beeringianum var. capillare,Caryophyllaceae,Cerastium beeringianum,,CCH_synonym,TRUE,,3.dicot,3,3,1937,"Sharsmith, Carl W.",2010,
Cerastium fontanum,Caryophyllaceae,Cerastium fontanum,,CCH_synonym,TRUE,,3.dicot,1,1,1999,"Adams, Justin",1999,
Cerastium fontanum subsp. vulgare,Caryophyllaceae,Cerastium fontanum,,CCH_synonym,TRUE,,3.dicot,4,4,1895,"Perkins, Albert J.",2010,
Cerastium holosteoides,Caryophyllaceae,Cerastium fontanum,,via_gbif,,,3.dicot,,,,,,
Cerastium viscosum,Caryophyllaceae,Cerastium fontanum,,TNRS_synonym,TRUE,,3.dicot,1,,1944,"Sharsmith, Carl W.",1944,
Cerastium glomeratum,Caryophyllaceae,Cerastium glomeratum,,CCH_synonym,TRUE,,3.dicot,4,2,1924,"Howell, John Thomas",2010,
Cerastium vulgatum,Caryophyllaceae,Cerastium glomeratum,,TNRS_synonym,TRUE,,3.dicot,2,2,1927,"Michael, Enid",1944,
Cherleria biflora,Caryophyllaceae,Cherleria biflora,,CCH_synonym,TRUE,,3.dicot,1,,1927,"Peirson, Frank W.",1927,
Arenaria obtusiloba,Caryophyllaceae,Cherleria obtusiloba,,CCH_synonym,TRUE,will eventually become Cherleria biflora,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,in flux
Cherleria obtusiloba,Caryophyllaceae,Cherleria obtusiloba,,iNat_synonym,,will eventually become Cherleria biflora,3.dicot,,,,,,in flux
Minuartia obtusiloba,Caryophyllaceae,Cherleria obtusiloba,,CCH_synonym,TRUE,will eventually become Cherleria biflora,3.dicot,16,14,1909,"Jepson, Willis L.",2011,in flux
Dianthus armeria,Caryophyllaceae,Dianthus armeria,,iNat_synonym,,,3.dicot,,,,,,
Dianthus armeria subsp. armeria,Caryophyllaceae,Dianthus armeria,,CCH_synonym,TRUE,,3.dicot,2,2,1995,"Taylor, Dean William",2010,
Dianthus barbatus,Caryophyllaceae,Dianthus barbatus,,CCH_synonym,TRUE,,3.dicot,3,3,1998,"Adams, Justin",2010,
Dianthus barbatus subsp. barbatus,Caryophyllaceae,Dianthus barbatus,,Symbiotica,,Symbiotica_new: out-of-range,3.dicot,,,,,,
Arenaria aculeata,Caryophyllaceae,Eremogone aculeata,,CCH_synonym,TRUE,,3.dicot,2,1,1894,"Congdon, Joseph Whipple",2009,
Eremogone aculeata,Caryophyllaceae,Eremogone aculeata,,CCH_synonym,TRUE,,3.dicot,7,1,1890,"Congdon, Joseph Whipple",2009,
Arenaria congesta subcongesta,Caryophyllaceae,Eremogone congesta,,TNRS_synonym,TRUE,,3.dicot,1,,1896,"Congdon, Joseph Whipple",1896,
Arenaria congesta var. subcongesta,Caryophyllaceae,Eremogone congesta,,CCH_synonym,TRUE,,3.dicot,1,,1887,"Drew, Elmer R.",1887,
Eremogone congesta,Caryophyllaceae,Eremogone congesta,,Yos_scientific,,,3.dicot,,,,,,
Eremogone congesta var. suffrutescens,Caryophyllaceae,Eremogone congesta,,Symbiotica,,,3.dicot,,,,,,
Arenaria capillaris,Caryophyllaceae,Eremogone kingii,,TNRS_synonym,TRUE,misapplied,3.dicot,8,3,1922,"Michael, Enid",1940,
Arenaria kingii,Caryophyllaceae,Eremogone kingii,,CCH_synonym,TRUE,,3.dicot,5,4,1890,"Congdon, Joseph Whipple",2007,
Arenaria kingii subsp. compacta,Caryophyllaceae,Eremogone kingii,,CCH_synonym,TRUE,,3.dicot,4,2,1914,"Perkins, Albert J.",1940,
Arenaria kingii var. glabrescens,Caryophyllaceae,Eremogone kingii,,CCH_synonym,TRUE,,3.dicot,30,25,1889,"Chesnut, Drew",1975,
Eremogone capillaris var. americana,Caryophyllaceae,Eremogone kingii,,TNRS_synonym,FALSE,misapplied,3.dicot,1,,1894,"Congdon, Joseph Whipple",1894,
Eremogone kingii,Caryophyllaceae,Eremogone kingii,,CCH_synonym,TRUE,,3.dicot,7,3,1935,"Schreiber, Beryl O.",2011,
Eremogone kingii var. glabrescens,Caryophyllaceae,Eremogone kingii,,CCH_synonym,TRUE,,3.dicot,9,2,1927,"Peirson, Frank W.",2011,
Pseudostellaria sierrae,Caryophyllaceae,Hartmaniella sierrae,,CCH_synonym,TRUE,,3.dicot,4,3,1951,"Dearing, Hugh & Margaret",2005,
Herniaria cinerea,Caryophyllaceae,Herniaria hirsuta,,CCH_synonym,TRUE,,3.dicot,,,,,,
Herniaria hirsuta,Caryophyllaceae,Herniaria hirsuta,,CCH_synonym,TRUE,,3.dicot,4,4,1998,"Graham, Roy D.",2010,
Herniaria hirsuta subsp. hirsuta,Caryophyllaceae,Herniaria hirsuta,,CCH_synonym,TRUE,,3.dicot,8,7,1923,"Mason, Herbert L.",2010,
Herniaria hirsuta var. cinerea,Caryophyllaceae,Herniaria hirsuta,,CCH_synonym,TRUE,,3.dicot,7,1,1897,"Congdon, Joseph Whipple",1972,
Herniaria hirsuta var. hirsuta,Caryophyllaceae,Herniaria hirsuta,,CCH_synonym,TRUE,,3.dicot,2,,1962,"Thomas, John H.",1964,
Petrorhagia dubia,Caryophyllaceae,Petrorhagia dubia,,CCH_synonym,FALSE,"add, new invasive",3.dicot,1,1,2002,"Taylor, Dean William",2002,
Polycarpon tetraphyllum,Caryophyllaceae,Polycarpon tetraphyllum,,CCH_synonym,TRUE,,3.dicot,1,1,1997,"Taylor, Dean William",1997,
Pseudostellaria jamesiana,Caryophyllaceae,Pseudostellaria jamesiana,,CCH_synonym,FALSE,changed current name,3.dicot,24,11,1866,"Bolander, Henry Nicholas",2004,
Stelaria jamesiana,Caryophyllaceae,Pseudostellaria jamesiana,,TNRS_synonym,FALSE,changed current name,3.dicot,1,1,1927,"Peirson, Frank W.",1927,
Stellaria jamesiana,Caryophyllaceae,Pseudostellaria jamesiana,,CCH_synonym,FALSE,changed current name,3.dicot,3,3,1923,"Michael, Enid",1944,
Arenaria californica,Caryophyllaceae,Sabulina californica,,CCH_synonym,TRUE,,3.dicot,3,1,1935,"Augustine, W. B.",1944,
Minuartia californica,Caryophyllaceae,Sabulina californica,,CCH_synonym,TRUE,,3.dicot,2,1,1924,"Howell, John Thomas",1935,
Arenaria douglasii,Caryophyllaceae,Sabulina douglasii,,CCH_synonym,TRUE,,3.dicot,4,1,1924,"Michael, Enid",1981,
Minuartia douglasii,Caryophyllaceae,Sabulina douglasii,,CCH_synonym,TRUE,,3.dicot,10,4,1894,"Dudley, William R.",2003,
Sabulina douglasii,Caryophyllaceae,Sabulina douglasii,,iNat_synonym,,,3.dicot,,,,,,
Arenaria nuttallii gracilis,Caryophyllaceae,Sabulina nuttallii,,TNRS_synonym,TRUE,,3.dicot,1,,1866,"Bolander, Henry Nicholas",1866,
Arenaria nuttallii subsp. gracilis,Caryophyllaceae,Sabulina nuttallii,,CCH_synonym,TRUE,,3.dicot,4,3,1928,"Michael, Enid",1971,
Minuartia nuttallii,Caryophyllaceae,Sabulina nuttallii,,CCH_synonym,TRUE,,3.dicot,6,2,1936,"Sharsmith, Carl W.",2012,
Minuartia nuttallii subsp. gracilis,Caryophyllaceae,Sabulina nuttallii,,CCH_synonym,TRUE,,3.dicot,12,11,1866,"Bolander, Henry Nicholas",1974,
Minuartia nuttallii var. gracilis,Caryophyllaceae,Sabulina nuttallii,,CCH_synonym,TRUE,,3.dicot,2,,1935,"Epling, Carl",1938,
Sabulina nuttallii,Caryophyllaceae,Sabulina nuttallii,,via_gbif,,,3.dicot,,,,,,
Arenaria pusilla,Caryophyllaceae,Sabulina pusilla,,CCH_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Minuartia pusilla,Caryophyllaceae,Sabulina pusilla,,CCH_synonym,TRUE,,3.dicot,6,5,1936,"Mason, Herbert L.",2010,
Minuartia rubella,Caryophyllaceae,Sabulina rubella,,CCH_synonym,TRUE,,3.dicot,13,8,1907,"Eastwood, Alice",2017,
Minuartia stricta,Caryophyllaceae,Sabulina stricta,,Yos_scientific,,,3.dicot,,,,,,
Sabulina stricta,Caryophyllaceae,Sabulina stricta,,iNat_synonym,,,3.dicot,,,,,,
Arenaria verna,Caryophyllaceae,Sabulina verna,,TNRS_synonym,FALSE,"add_but_omit, wrong ID",3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,Europe
Sagina apetala,Caryophyllaceae,Sagina apetala,,Yos_scientific,,,3.dicot,,,,,,
Sagina decumbens,Caryophyllaceae,Sagina decumbens,,CCH_synonym,TRUE,,3.dicot,,,,,,
Sagina decumbens subsp. occidentalis,Caryophyllaceae,Sagina decumbens,,CCH_synonym,TRUE,,3.dicot,1,,1944,"Sharsmith, Carl W.",1944,
Sagina procumbens,Caryophyllaceae,Sagina procumbens,,CCH_synonym,FALSE,"add, new invasive",3.dicot,1,1,2010,"Taylor, Dean William",2010,
Sagina saginoides,Caryophyllaceae,Sagina saginoides,,CCH_synonym,TRUE,,3.dicot,18,9,1889,"Congdon, Joseph Whipple",2007,
Sagina saginoides var. hesperia,Caryophyllaceae,Sagina saginoides,,CCH_synonym,TRUE,,3.dicot,3,,1922,"Michael, Enid",1944,
Saponaria officinalis,Caryophyllaceae,Saponaria officinalis,,CCH_synonym,TRUE,,3.dicot,1,1,2008,"Taylor, Dean William",2008,
Scleranthus annuus subsp. annuus,Caryophyllaceae,Scleranthus annuus,,CCH_synonym,FALSE,"add, new invasive",3.dicot,1,1,2002,"Taylor, Dean William",2002,
Silene antirrhina,Caryophyllaceae,Silene antirrhina,,CCH_synonym,TRUE,,3.dicot,3,3,1944,"Sharsmith, Carl W.",2009,
Silene bernardina,Caryophyllaceae,Silene bernardina,,CCH_synonym,TRUE,,3.dicot,3,1,1907,"Eastwood, Alice",1961,
Silene bolanderi,Caryophyllaceae,Silene bolanderi,,from_gbif,,,3.dicot,,,,,,
Silene bridgesii,Caryophyllaceae,Silene bridgesii,,CCH_synonym,TRUE,,3.dicot,12,5,1865,"Torrey, John",1958,
Lychnis coronaria,Caryophyllaceae,Silene coronaria,,CCH_synonym,FALSE,changed current name,3.dicot,5,4,1976,"Robinson, Betty",2008,
Silene coronaria,Caryophyllaceae,Silene coronaria,,CCH_synonym,FALSE,changed current name,3.dicot,1,,1959,"Rose, Lewis Samuel",1959,
Silene gallica,Caryophyllaceae,Silene gallica,,CCH_synonym,TRUE,,3.dicot,2,1,1964,"Frenkel, R. E.",2002,
Silene californica,Caryophyllaceae,Silene laciniata,,CCH_synonym,TRUE,,3.dicot,5,2,1924,"Jepson, Willis L.",1936,
Silene laciniata,Caryophyllaceae,Silene laciniata,,iNat_synonym,,,3.dicot,,,,,,
Silene laciniata subsp. californica,Caryophyllaceae,Silene laciniata,,CCH_synonym,TRUE,,3.dicot,5,2,1923,"Howell, John Thomas",1988,
Silene latifolia,Caryophyllaceae,Silene latifolia,,CCH_synonym,TRUE,,3.dicot,4,2,1923,"Howell, John Thomas",1998,
Silene lemmonii,Caryophyllaceae,Silene lemmonii,,CCH_synonym,TRUE,,3.dicot,56,24,1883,"Congdon, Joseph Whipple",2007,
Silene menziesii,Caryophyllaceae,Silene menziesii,,CCH_synonym,TRUE,,3.dicot,10,6,1889,"Chesnut, Drew",2006,
Silene menziesii subsp. dorrii,Caryophyllaceae,Silene menziesii,,CCH_synonym,TRUE,,3.dicot,1,,1919,"Evans, Herbert McLean",1919,
Silene occidentalis,Caryophyllaceae,Silene occidentalis,,CCH_synonym,TRUE,,3.dicot,1,1,1929,"Dorothy, Harvey",1929,
Silene sargentii,Caryophyllaceae,Silene sargentii,,CCH_synonym,TRUE,,3.dicot,40,26,1889,"Chesnut, Drew",1983,
Silene verecunda,Caryophyllaceae,Silene verecunda,,CCH_synonym,TRUE,,3.dicot,1,1,1935,"Epling, Carl",1935,
Spergula arvensis,Caryophyllaceae,Spergula arvensis,,CCH_synonym,TRUE,,3.dicot,1,1,1939,"Pratt, Harlan K.",1939,
Spergularia rubra,Caryophyllaceae,Spergularia rubra,,CCH_synonym,TRUE,,3.dicot,19,14,1924,"Jepson, Willis L.",2010,
Spergularia salina,Caryophyllaceae,Spergularia salina,,TNRS_synonym,FALSE,"add_but_omit, wrong ID",3.dicot,1,,2010,"Kostikova, Anna",2010,
Stellaria borealis,Caryophyllaceae,Stellaria borealis,,CCH_synonym,TRUE,,3.dicot,1,1,2007,"Colwell, Alison",2007,
Stellaria borealis subsp. bongardiana,Caryophyllaceae,Stellaria borealis,,TNRS_synonym,FALSE,changed current name,3.dicot,1,,1944,"Sharsmith, Carl W.",1944,
Stellaria borealis subsp. sitchana,Caryophyllaceae,Stellaria borealis,,CCH_synonym,TRUE,,3.dicot,7,,1885,"Congdon, Joseph Whipple",1959,
Stellaria calycantha,Caryophyllaceae,Stellaria calycantha,,CCH_synonym,TRUE,,3.dicot,9,7,1936,"Sharsmith, Carl W.",2017,
Stellaria crispa,Caryophyllaceae,Stellaria crispa,,CCH_synonym,TRUE,,3.dicot,6,5,1927,"Michael, Enid",2007,
Stellaria umbellata,Caryophyllaceae,Stellaria irrigua,,CCH_synonym,TRUE,,3.dicot,13,8,1890,"Congdon, Joseph Whipple",2011,
Stellaria longipes,Caryophyllaceae,Stellaria longipes,,CCH_synonym,TRUE,,3.dicot,19,9,1902,"Hall, Harvey Monroe",2012,
