accepted_name,,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,voucher_notes,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,summary,vouchers_with_coordinates,rand_check,reason_for_voucher_only,notes_about_vouchers,notes_for_parks_only,reason_for_iNat_only_v3,reason_for_iNat_only_v2,iNat_notes,range_from_iNat_or_Jepson,voucher_links,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,reason_for_parks_list,reason_for_iNat_only,first_record,last_record,voucher_count
Hypericum scouleri,0,Hypericum scouleri,current,Hypericaceae,3.dicot,Hypericum formosum subsp. scouleri,native,6,4,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,41,38,19,1866,"Bolander, Henry Nicholas",2007,chilipossum,8/9/2019,clifechris,9/13/2023,2019,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct,,,,,,lots of RG observations,,,,,,,,,
Hypericum scouleri,1,Hypericum formosum,synonym (pro parte),Hypericaceae,3.dicot,Hypericum scouleri (in part),native,,,,1,,synonym,synonym,synonym,1,1,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,taxonomic or nomenclatural error,"remove, double or triple listing due to synonymy",,,,,,,chilipossum,8/9/2019,clifechris,9/13/2023,2019,2023,,,,,,synonym_from_GBIF_being_kept [[duplicate names in vouchers]],,v_2,taxonomic_mismatch-synonym,,,,,,,,,,taxonomic_mismatch-synonym,,,,,
Juglans hindsii,0,Juglans hindsii,current,Juglandaceae,3.dicot,,introduced,,,,1,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,2,,2,2009,"Taylor, Dean William",2010,,,,,,,,,,,,agree_with_has_voucher&NOT_on_park_list,"Yosemite Valley, Wawona",v_2,correct-recent_vouchers_only,"CCH: 2 or 3 recent Taylor vouchers from Yosemite Valley, Wawona",,,,,,,,,,,,2009,2010,2
Juglans regia,0,Juglans regia,current,Juglandaceae,3.dicot,,hort,,,,1,,,,,,1,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",databasing discrepancy,"remove, horticultural record",2,,2,2009,"Smith, Sierra",2010,,,,,,,,,,,,disagree with voucher-horticultural,Yosemite Valley,v_1,horticultural_specimen,1 voucher of a planted specimen in Yosemite Valley (voucher from 2010),,,,,scattered throughout US,,,,,,,2009,2010,2
Agastache urticifolia,0,Agastache urticifolia,current,Lamiaceae,3.dicot,,native,83,40,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,40,38,21,1863,"Brewer, William Henry",2007,chriswbrown,7/9/2011,plbuttercup,11/24/2023,2011,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Ajuga reptans,0,Ajuga reptans,current,Lamiaceae,3.dicot,,introduced,,,,1,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,1,,1,2010,"Taylor, Dean William",2010,,,,,,,,,,,,agree_with_has_voucher&NOT_on_park_list,Wawona,v_2,correct-recent_vouchers_only,CCH: 1 2010 Taylor voucher from Wawona,,,,,,,,,,,,2010,2010,1
Clinopodium douglasii,0,Micromeria douglasii,current,Lamiaceae,3.dicot,"Satureja douglasii, Clinopodium douglasii (iNat name)",native,,,1,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",geographic error,"remove, species range far from park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in park",1,1,,1914,"Geis, Helen D.",1914,,,,,,,,,,,,disagree_with_park_list&NO vouchers found,Yosemite Valley,pl_1,,,"CCH, Taylor: single 1914 voucher that Taylor considers dubious",,,,,,,,,wrong range-Coast Range and into Pacific NW,,1914,1914,1
Condea emoryi,0,Condea emoryi,current,Lamiaceae,3.dicot,,N/A,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",geographic error,"remove, coordinates erroneously inside park",,,,,,,,,,,,,gbif_vouchers_only,,,,,disagree_with_has_voucher&parks_list,,v_2,wrong_coordinates-Riverside,"CCH: no vouchers; gbif: ""Big Maria Mountains, 12 airline miles north of downtown Blythe. "" (2 vouchers)",,,,,"southern CA species, closed observation in desert east of LA",https://www.gbif.org/occurrence/1928970601,,,,,,,,
Glechoma hederacea,0,Glechoma hederacea,current,Lamiaceae,3.dicot,,introduced,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,1,2,1924,"Michael, Enid",2010,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Yosemite Valley,pl_1,,,"CCH, Taylor: 2 vouchers, 1 old, 1 recent, both Yos Valley",,,,,,,,,vouchers not in database-old&recent vouchers,,1924,2010,2
Lamium amplexicaule,0,Lamium amplexicaule,current,Lamiaceae,3.dicot,,native,1,,1,,1,1,,1,,,1,,retain exact name,retain exact name (new weed record),retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in park",,,,,,,annalise666,4/16/2021,annalise666,4/16/2021,2021,2021,,,in Symbiota,,,agree_with_park_list-but_NO_voucher_exists,,in_1,,,,human-aided introduction,new weed record,"common invasive at lower elevations to the west, with scattered observations just inside Yosemite",,,,,,,new weed record,,,
Lepechinia calycina,0,Lepechinia calycina,current,Lamiaceae,3.dicot,,native,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,2,2,1,1925,"Hough, Ashbel F.",1944,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_3,correct-old_vouchers_only,CCH: 1 Sharsmith voucher from 1944,,,,,,,,,,,,1944,1944,1
Lycopus uniflorus,0,Lycopus uniflorus,current,Lamiaceae,3.dicot,,native,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,10,3,9,1937,"Mason, Herbert L.",2008,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Marrubium vulgare,0,Marrubium vulgare,current,Lamiaceae,3.dicot,,introduced,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,1,2,1944,"Sharsmith, Carl W.",1998,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,"Yosemite Valley, Arch Rock",pl_1,,,"CCH, Taylor: old and recent vouchers from Yos Valley, Arch Rock",,,,,,,,,vouchers not in database-old&recent vouchers,,1944,1998,2
Melissa officinalis,0,Melissa officinalis,current,Lamiaceae,3.dicot,,introduced,2,1,,,1,,1,1,,1,1,,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in park",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2004,"Taylor, Dean William",2004,ncarbone88,5/22/2016,ryanroter,5/11/2019,2016,2019,,,,,,vouchers_found_but_not_scraped&NOT_on_park_list,,in_1,correct-vouchers,,,data error (database issue),accessioning problem,"invasive; few observations in Yosemite Valley, near Hetch Hetchy entrance station",,,,,,,accessioning problem,2004,2004,1
Mentha arvensis,0,Mentha arvensis,current,Lamiaceae,3.dicot,? misused for Mentha canadensis,introduced,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,6,5,4,1891,"Coville, Frederick V.",2004,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,various,,correct-old&recent_vouchers,possible all references should be to Mentha canadensis,,,,,,,,,,,,1891,2004,6
Mentha canadensis,0,Mentha canadensis,current,Lamiaceae,3.dicot,MAYBE misapplied to Mentha arvensis,native,1,8,,1,iNat-not-gbif,,1,1,1,,1,,"retain, restricted license","retain, but restricted license",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,7,7,7,1878,"Ford, Henry Chapman",1958,,,,,,,,,,restricted_license,,agree_with_has_voucher&NOT_on_park_list,,v_2,taxonomic_mismatch-misapplied (MAYBE); & old vouchers,"CCH/Taylor: scattered observations; Taylor indicates this is correct name, not Mentha arvensis, which is often misapplied to Mentha canadensis; in CCH, all voucher pre-1958; more recent vouchers under Mentha arvensis-including Colwell",,,,,,,,,,,,,,
Mentha spicata,0,Mentha spicata,current,Lamiaceae,3.dicot,,introduced,,2,1,1,,1,1,,1,,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,4,4,4,1926,"Michael, Enid",1974,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_3,correct-old_vouchers_only / taxonomic_mismatch,"CCH: scattered old vouchers around Wawona, Yosemite Valley",,,,,,,,,,,,1926,1974,4
Mentha suaveolens,0,Mentha suaveolens,current,Lamiaceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,,"maybe, but very poor photo",,,,,,,
Monardella breweri,0,Monardella breweri,current,Lamiaceae,3.dicot,,native,7,3,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,50,42,26,1866,"Bolander, Henry Nicholas",2014,lizzywenk,6/17/2014,dgrimmphd,7/27/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Monardella candicans,0,Monardella candicans,current,Lamiaceae,3.dicot,,native,,,,1,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,2,2,1,1901,"Grant, George B.",1932,,,,,,,,,,,,agree_with_has_voucher&NOT_on_park_list,,v_2,correct_probably-old_vouchers_only / wrong_coordinates,"CCH: 1 1932 voucher from Tioga Pass (SBBG) that must be a wrong coordinates (minor collectors); 1901: ""Near Ahwahnee - Yosemite Valley"" (CAS) & Taylor mentions another early YV - but he is skeptical of coordiantes",,,,,Sierra foothills; up through El Portal,,,,,,,,,
Monardella leucocephala,0,Monardella leucocephala,current,Lamiaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in park",1,1,,1866,"Bolander, Henry Nicholas",1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella linoides,0,Monardella linoides,current,Lamiaceae,3.dicot,,native,,2,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",geographic error,"remove, coordinates erroneously inside park",1,1,1,1932,"Robbins, R. C.",1932,,,,,,,,,,,,disagree_with_has_voucher&parks_list,eastern boundary,v_2,wrong_coordinates -suspect,"CCH: 1 1932 voucher from Tioga Pass (SBBG); Taylor: below 7500 on east side, so assume sloppy description of location",,,,,,,,,,,,1932,1932,1
Monardella odoratissima,0,Monardella odoratissima,current,Lamiaceae,3.dicot,,native,81,104,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,72,71,35,1869,"Canby, William M.",2003,finatic,6/26/2015,colinfairbairn,10/14/2023,2015,2023,2003 in gbif,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Monardella sheltonii,0,Monardella sheltonii,current,Lamiaceae,3.dicot,,native,,,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,1,,1923,"Howell, John Thomas",1923,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Wawona,pl_1,,,CCH: 1 old voucher at Wawona entrance; Taylor: mentions voucher from Alder Crk in UC herbarium,,,,,,,,,vouchers not in database-old vouchers only,,1923,1923,1
Monardella villosa,0,Monardella villosa,current,Lamiaceae,3.dicot,,native,1,11,,1,iNat-not-gbif,,1,1,1,,1,,"retain, restricted license","retain, but restricted license",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,2,2,1,1900,"Hall, Harvey Monroe",1935,,,,,,,,,,restricted_license,,agree_with_has_voucher&NOT_on_park_list,,v_2,correct_probably-old_vouchers_only,"CCH: 1 1935 voucher from ""Wawona""; Taylor indicates at lower elevations and hasn't looked at any park vouchers",,,,,,,,,,,,,,
Nepeta cataria,0,Nepeta cataria,current,Lamiaceae,3.dicot,,introduced,,,,1,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,3,,3,2010,"Taylor, Dean William",2010,,,,,,,,,,,,agree_with_has_voucher&NOT_on_park_list,Wawona,v_2,correct-recent_vouchers_only,"CCH: collection of 6 vouchers from Wawona Golf Course (Taylor, Colwell) in 2010",,,,,"weed, very few observations in low elevation Sierra, so unlikely, but possible",,,,,,,2010,2010,2
Pogogyne douglasii,0,Pogogyne douglasii,current,Lamiaceae,3.dicot,,native,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",identification error,"remove, incorrect identification",3,3,1,1925,"Adams, E. L.",1925,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_1,taxonomic_mismatch,single 1925 voucher from Wawona; in SBBG collection,,,,,"Coast Range, Central Valley, and a population south of Coarsegold",https://www.cch2.org/portal/collections/individual/index.php?occid=34335&clid=0,,,taxonomic_mismatch-wrong something,,,1925,1925,1
Prunella vulgaris,0,Prunella vulgaris,current,Lamiaceae,3.dicot,,native,34,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,23,22,14,1865,"Torrey, John",2007,damontighe,6/26/2011,debaraj,10/18/2023,2011,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Pycnanthemum californicum,0,Pycnanthemum californicum,current,Lamiaceae,3.dicot,,native,2,1,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,7,7,3,1878,"Phillips, J. C.; Sargent, C. S.",1982,kirsten85,8/17/2019,snsheth,9/4/2021,2019,2021,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Salvia columbariae,0,Salvia columbariae,current,Lamiaceae,3.dicot,,native,2,,1,,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,1,,1888,"Congdon, Joseph Whipple",1888,pwheaton,5/22/2016,tvl,5/20/2022,2016,2022,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Yosemite Valley,in_1,correct-vouchers,,,data error (database issue),accessioning problem,"1 RG observation, second from Sierra expert; voucher from Yosemite Valley",,,,,,,accessioning problem,1888,1888,1
Satureja douglasii,0,Clinopodium douglasii,current,Lamiaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'incorrect identification'; not in park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria bolanderi,0,Scutellaria bolanderi,current,Lamiaceae,3.dicot,,native,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,6,6,2,1866,"Bolander, Henry Nicholas",1938,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_3,correct-old_vouchers_only,CCH: single collection from Wawona Mdw that is vouchered many locations and Taylor agrees,,,,,,,,,,,,,,
Scutellaria siphocampyloides,0,Scutellaria siphocampyloides,current,Lamiaceae,3.dicot,,native,1,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,4,3,3,1895,"Lembert, J. B.",2007,calochortus_goff,5/20/2019,calochortus_goff,5/20/2019,2019,2019,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Scutellaria tuberosa,0,Scutellaria tuberosa,current,Lamiaceae,3.dicot,,native,,4,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",4,2,2,1924,"Jepson, Willis L.",2006,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Wawona; western boundary,pl_1,,,"CCH: 1 recent and 2 old vouchers from the park; recent voucher without published coordinates, but north of Wawona",,,,,,,,,vouchers not in database-old&recent vouchers,,1924,2006,2
Stachys ajugoides,0,Stachys ajugoides,current,Lamiaceae,3.dicot,Stachys rigida,native,,,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,1,,1940,"Dunn, David",1940,,,,,,,,,,,,agree_with_park_list&YES_vouchers_exist,"Yosemite Valley, Hetch Hetchy",pl_1,,,"CCH, Taylor: several older vouchers (through 1944) from Hetch Hetchy area",,,,,,,,,vouchers not in database-old vouchers only,,1902,1940,5
Stachys albens,0,Stachys albens,current,Lamiaceae,3.dicot,,native,15,41,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,21,20,9,1866,"Bolander, Henry Nicholas",1999,amybird,5/12/2016,kyanocitta,9/10/2023,2016,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Stachys mexicana,0,Stachys mexicana,current,Lamiaceae,3.dicot,,N/A,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",identification error,"remove, incorrect identification",,,,,,,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_2,wrong_ID_probably,CCH: no vouchers; gbif: 1 1933 vouchers from Carnegie Museum of Natural History,,,,,"northern CA coast, OR, WA",,,,taxonomic_mismatch-mis-identification,,,1933,1933,1
Stachys rigida,0,Stachys rigida,current,Lamiaceae,3.dicot,,native,,3,,,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",geographic error,"add, coordinates erroneously outside park or missing coordinates",5,5,1,1902,"Hall, Harvey Monroe",1940,,,,,,,,possibly new,in Symbiota,,,IGNORE-needsID_possibly_correct_but_no_vouchers_or_RG,,,,,,,,,,,"all three seem probably wrong, but check",,,,,,,
Trichostema lanceolatum,0,Trichostema lanceolatum,current,Lamiaceae,3.dicot,,native,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,2,2,2,1935,"Belshaw, Charles M.",1937,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Trichostema oblongum,0,Trichostema oblongum,current,Lamiaceae,3.dicot,,native,5,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,21,19,7,1866,"Bolander, Henry Nicholas",2006,lizzywenk,7/9/2014,allison_athena_autry,9/21/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Umbellularia californica,0,Umbellularia californica,current,Lauraceae,3.dicot,,native,213,9,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,12,11,5,1888,"Congdon, Joseph Whipple",2008,faerthen,5/2/2013,endretoth,2/5/2024,2013,2024,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Utricularia gibba,0,Utricularia gibba,current,Lentibulariaceae,3.dicot,,native,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",7,4,6,1937,"Reinecke, Lawrence W.",2011,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,,pl_1,,,"CCH, Taylor: old and recent vouchers",,,,,,,,,vouchers not in database-old&recent vouchers,,1937,2011,7
Utricularia intermedia,0,Utricularia intermedia,current,Lentibulariaceae,3.dicot,,native,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2006,"Colwell, Alison",2006,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Swamp Lake,pl_1,,,"CCH, Taylor: recent vouchers from Swamp Lake",,,,,,,,,vouchers not in database-recent vouchers only,,2006,2006,1
Utricularia macrorhiza,0,Utricularia macrorhiza,current,Lentibulariaceae,3.dicot,Utricularia vulgaris,native,,2,,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in park",retain species under synonymous name,retain species under synonymous name,retain exact name,retain exact name,19,17,11,1866,"Bolander, Henry Nicholas",2007,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list_under_synonym,,v_3,correct-old_vouchers_only,"vouchers from Swamp Lake, Soda Springs (Tuolumne) - many from each location; I have photos from Hoover Wilderness just to north",,,,,,,,,,,,,,
Utricularia macrorhiza,1,Utricularia vulgaris,synonym,Lentibulariaceae,3.dicot,Utricularia macrorhiza,native,,,1,,,synonym,synonym,synonym,1,1,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,,,,,,,,,,,,,synonym_from_GBIF_being_kept [[no duplication]],,pl_1,,,,,,,,,,,,synonym,,,,
Utricularia minor,0,Utricularia minor,current,Lentibulariaceae,3.dicot,,native,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,1,3,1938,"Mason, Herbert L.",2007,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,,pl_1,,,"CCH, Taylor: old and recent vouchers",,,,,,,,,vouchers not in database-old&recent vouchers,,1938,2007,3
Limnanthes alba,0,Limnanthes alba,current,Limnanthaceae,3.dicot,,native,7,33,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,13,12,6,1887,unknown,2006,lizzywenk,6/1/2015,melkent,5/23/2022,2015,2022,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Limnanthes douglasii,0,Limnanthes douglasii,current,Limnanthaceae,3.dicot,,native,,2,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-no voucher, but occurs in park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list,,pl_1,,,"CCH: no Yosemite vouchers, but lots at lower elevations",,,,,,,,,wrong range-El Portal vouchers,,,,
