accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,voucher_notes,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,summary,vouchers_with_coordinates,rand_check,reason_for_voucher_only,notes_about_vouchers,notes_for_parks_only,reason_for_iNat_only_v3,reason_for_iNat_only_v2,iNat_notes,range_from_iNat_or_Jepson,voucher_links,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,reason_for_parks_list,reason_for_iNat_only,first_record,last_record,voucher_count
Carex nebrascensis,Carex nebrascensis,current,Cyperaceae,4.monocot,,native,,1,1,,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",9,3,1866,"Bolander, Henry Nicholas",2005,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,throughout,pl_1,,,CCH: several recent and old vouchers from northern Yosemite,,,,,,,,,vouchers not in database-old&recent vouchers,,1866,2005,9
Carex nervina,Carex nervina,current,Cyperaceae,4.monocot,,native,,,1,,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,1,1899,"Congdon, Joseph Whipple",2003,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,montane,pl_1,,,"Taylor, CCH: vouchers old and recent from diversity of locations",,,,,,,,,vouchers not in database-old&recent vouchers,,1899,2003,6
Carex nigricans,Carex nigricans,current,Cyperaceae,4.monocot,,native,1,1,1,1,iNat-not-gbif,1,1,1,1,1,1,,"retain, restricted license",retain on list,retain voucher,12,8,1901,"Dudley, William R.",2006,wghembree,6/20/2022,wghembree,6/20/2022,2022,2022,,,in Symbiota,restricted_license,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex nudata,Carex nudata,current,Cyperaceae,4.monocot,,native,,9,1,,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,,1863,"Brewer, William Henry",1936,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Yosemite Valley,pl_1,,,"CCH: 1 Congdon, 1 Michael 1920's Yov Valley, nothing more recent; Michael voucher mentioned in Taylor",,,,,,,,,vouchers not in database-old vouchers only,,1863,1936,4
Carex obnupta,Carex obnupta,current,Cyperaceae,4.monocot,,N/A,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-needsID-remove,XX-iNat needs ID only,XX-iNat needs ID only,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,,"wrong ID, was previously corrected but got undone by a taxon swap",,,,,,,
Carex orestera,Carex orestera,current,Cyperaceae,4.monocot,,native,,,,,,,1,,,1,1,,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",11,11,2006,"Grossenbacher, Dena",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex pachycarpa,Carex pachycarpa,current,Cyperaceae,4.monocot,,native,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,"add, needsID likely correct",XX-iNat needs ID only,XX-iNat needs ID only,,,,,,,,,,,,,likely correct,,,,IGNORE-needsID_possibly_correct_but_no_vouchers_or_RG,,,,,,,,,,https://www.inaturalist.org/observations/181693448,could well be legit,@chloe_and_trevor observation; closed voucher at Sonora Pass,,,,,,
Carex pachystachya,Carex pachystachya,current,Cyperaceae,4.monocot,,native,,,1,1,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,retain voucher,9,3,1898,"Congdon, Joseph Whipple",2010,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex parryana,Carex parryana,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,,1,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","XX-wrong ID voucher found in CCH download, not in park",1,1,2006,"Taylor, Dean William",2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex pellita,Carex lanuginosa,misapplied,Cyperaceae,4.monocot,,native,,,,1,,misapplied,misapplied,misapplied,1,1,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, misapplied name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex pellita,Carex pellita,current,Cyperaceae,4.monocot,Carex lasiocarpa var. latifolia,native,,3,,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,21,12,1863,"Brewer, William Henry",2008,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list_under_synonym,,v_2,taxonomic_mismatch-synonym,Carex lasiocarpa var. latifolia resolves to Carex pellita,,,,,,,,,,,,,,
Carex pellita,Carex lasiocarpa,synonym (pro parte),Cyperaceae,4.monocot,Carex pellita (split based on Carex lasiocarpa var. latifolia),native,,,1,,,synonym,synonym,synonym,1,,,,XX-synonym other list,XX-synonym retained,XX-synonym other list,,,,,,,,,,,,,,,,,synonym_from_GBIF_being_kept [[no duplication]],,pl_1,,,"CCH: Congdon collections only; Taylor: no mentioned; iNat: mostly east coast and Canada (the few CA observations all needsID); on parks list, called ""common""!; must be because of a split",,,,,,,,,taxonomic_mismatch-split,,,,
Carex petasata,Carex petasata,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,2,,1898,"Congdon, Joseph Whipple",1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex phaeocephala,Carex phaeocephala,current,Cyperaceae,4.monocot,,native,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,24,21,1907,"Eastwood, Alice",2012,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex podocarpa,Carex podocarpa,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,3,,1898,"Congdon, Joseph Whipple",1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex praeceptorum,Carex praeceptorium,synonym,Cyperaceae,4.monocot,Carex praeceptorum,native,,,1,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym retained,"remove, duplicate synonym",,,,,,,,,,,,,,,,,synonym_from_GBIF_being_kept [[duplicate names in vouchers]],,,taxonomic_mismatch-synonym,,,,,,,,,,taxonomic_mismatch-synonym,synonym,,,,
Carex praeceptorum,Carex praeceptorum,current,Cyperaceae,4.monocot,Carex praeceptorium,native,,2,,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,11,9,1944,"Howell, John Thomas",2010,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list_under_synonym,,v_2,taxonomic_mismatch-synonym,,,,,,,,,,,,,,,
Carex praegracilis,Carex praegracilis,current,Cyperaceae,4.monocot,,native,,,1,,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",6,4,1899,"Congdon, Joseph Whipple",2007,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,upper montane,pl_1,,,"Taylor, CCH: vouchers from many locations",,,,,,,,,vouchers not in database-old&recent vouchers,,1899,2007,7
Carex praticola,Carex praticola,current,Cyperaceae,4.monocot,,native,,,1,,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,1938,"Mason, Herbert L.",2003,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,"Tioga Pass, Jack Main Canyon",pl_1,,,CCH: 2 vouchers in park; Taylor: several additional locations listed,,,,,,,,,vouchers not in database-old&recent vouchers,,1938,2003,2
Carex preslii,Carex preslii,current,Cyperaceae,4.monocot,,native,,2,1,,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",9,4,1919,"Evans, Herbert McLean",2007,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,montane,pl_1,,,"CCH: many, many vouchers old and new - must have been some error on download",,,,,,,,,vouchers not in database-old&recent vouchers,,1919,2007,9
Carex proposita,Carex proposita,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","XX-wrong ID voucher found in CCH download, not in park",1,1,1935,"Hanks, C. W.",1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex raynoldsii,Carex raynoldsii,current,Cyperaceae,4.monocot,,native,1,5,1,1,iNat-not-gbif,1,1,1,1,1,1,,"retain, restricted license",retain on list,retain voucher,44,25,1863,"Brewer, William Henry",2005,mattlavin,8/5/2018,mattlavin,8/5/2018,2018,2018,,,in Symbiota,restricted_license,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex rossii,Carex rossii,current,Cyperaceae,4.monocot,Carex deflexa var. rossii,native,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,34,14,1890,"Congdon, Joseph Whipple",2011,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex sartwelliana,Carex sartwelliana,current,Cyperaceae,4.monocot,,native,2,,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,26,5,1863,"Brewer, William Henry",2010,heathersmith,5/22/2016,pemoore,11/2/2020,2016,2020,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Carex saximontana,Carex saximontana,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,,1,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","XX-wrong ID voucher found in CCH download, not in park",1,1,2010,"Taylor, Dean William",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex scirpoidea,Carex scirpoidea,current,Cyperaceae,4.monocot,,native,,2,1,,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,3,1949,"Sharsmith, Carl W.",2006,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Tioga Pass area,pl_1,,,CCH: 1 Sharsmith + 2 recent vouchers all from Dana-Gibbs saddle or nearby,,,,,,,,,vouchers not in database-old&recent vouchers,,1949,2006,3
Carex scoparia,Carex scoparia,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,1,,1863,"Brewer, William Henry",1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex scopulorum,Carex scopulorum,current,Cyperaceae,4.monocot,,native,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,42,23,1866,"Bolander, Henry Nicholas",2010,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex senta,Carex senta,current,Cyperaceae,4.monocot,,native,,,1,,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,5,1863,"Brewer, William Henry",1993,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,"Yosemite Valley, Tenaya",pl_1,,,Dean Taylor lists many vouchers that are in park; most recent from 1993,,,,,,,,,vouchers not in database-old&recent vouchers,,1863,1993,5
Carex serratodens,Carex serratodens,current,Cyperaceae,4.monocot,,native,,,,1,,,1,,1,1,1,,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,2,2,1911,"Reed, Fred M.",1993,,,,,,,,,,,,agree_with_has_voucher&NOT_on_park_list,,v_2,correct-old&recent_vouchers,"CCH: 2 vouchers, 1 from 1911, 1 from 1993 (from Taylor); oddly listed in Taylor as no vouchers",,,,,,,,,,,,,,
Carex siccata,Carex siccata,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,7,,1888,"Congdon, Joseph Whipple",1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex simulata,Carex simulata,current,Cyperaceae,4.monocot,,native,,,1,1,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,retain voucher,4,4,1944,"Howell, John Thomas",2003,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex specifica,Carex specifica,current,Cyperaceae,4.monocot,,native,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,40,21,1863,"Brewer, William Henry",2010,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex spectabilis,Carex spectabilis,current,Cyperaceae,4.monocot,,native,,3,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,40,23,1894,"Congdon, Joseph Whipple",2011,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex stipata,Carex stipata,current,Cyperaceae,4.monocot,,native,,,1,1,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,retain voucher,2,1,1923,"Munz, Philip Alexander",1987,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,"Ackerson, Yosemite Valley",v_3,correct-old_vouchers_only,,,,,,,,,,,,,1923,1987,2
Carex straminiformis,Carex straminiformis,current,Cyperaceae,4.monocot,,native,2,1,1,1,iNat-not-gbif,1,1,1,1,1,1,,"retain, restricted license",retain on list,retain voucher,24,14,1889,"Congdon, Joseph Whipple",2012,mattlavin,8/4/2018,mattlavin,8/4/2018,2018,2018,,,in Symbiota,restricted_license,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Carex subfusca,Carex subfusca,current,Cyperaceae,4.monocot,,native,1,1,1,1,iNat-not-gbif,1,1,1,1,1,1,,"retain, restricted license",retain on list,retain voucher,28,17,1894,"Dudley, William R.",2010,mattlavin,8/4/2018,mattlavin,8/4/2018,2018,2018,,,in Symbiota,restricted_license,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex subnigricans,Carex subnigricans,current,Cyperaceae,4.monocot,,native,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,26,14,1894,"Congdon, Joseph Whipple",2017,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex tahoensis,Carex tahoensis,current,Cyperaceae,4.monocot,,native,,1,1,1,,1,1,,,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,11,11,2005,"Moore, Peggy",2012,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,eastern boundary,,correct-recent_vouchers_only,,,,,,,,,,,,,2005,2012,15
Carex thomsonii,Carex thomsonii,current,Cyperaceae,4.monocot,,N/A,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-needsID-remove,XX-iNat needs ID only,XX-iNat needs ID only,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,China,,,,,,,,,
Carex tompkinsii,Carex tompkinsii,current,Cyperaceae,4.monocot,,native,,3,1,1,,1,1,,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,3,2,1936,"Benson, Lyman D.",2002,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,western boundary,v_3,correct-recent_vouchers_only,"CCH: lots and lots of vouchers just outside park, but seems only a recent Taylor one in the park (others slightly wrong coordinates)",,,,,,,,,,,,2002,2002,1
Carex tumulicola,Carex tumulicola,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,1,,1888,"Congdon, Joseph Whipple",1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex utriculata,Carex rostrata,misapplied,Cyperaceae,4.monocot,,native,,,,1,,misapplied,misapplied,misapplied,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, misapplied name",,,,,,tmessick,10/11/2022,ulysses20,7/30/2023,2022,2023,,,,,,,,,,,,,,,,,,,,,,,,
Carex utriculata,Carex utriculata,current,Cyperaceae,4.monocot,,native,2,,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,30,20,1866,"Bolander, Henry Nicholas",2009,tmessick,10/11/2022,ulysses20,7/30/2023,2022,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Carex vallicola,Carex vallicola,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,1,,1891,"Congdon, Joseph Whipple",1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex vernacula,Carex vernacula,current,Cyperaceae,4.monocot,,native,2,,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,24,18,1898,"Congdon, Joseph Whipple",2011,rawlingstimby,8/30/2022,chloe_and_trevor,9/4/2023,2022,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Carex vesicaria,Carex vesicaria,current,Cyperaceae,4.monocot,,native,1,2,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,61,28,1863,"Brewer, William Henry",2009,kueda,10/15/2023,kueda,10/15/2023,2023,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Carex viridula,Carex viridula,current,Cyperaceae,4.monocot,,native,,,,,,,1,,1,1,1,,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",2,1,1958,"Mason, Herbert L.",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex whitneyi,Carex whitneyi,current,Cyperaceae,4.monocot,,native,1,1,1,1,1,1,1,1,1,1,1,,retain observation,retain on list,retain voucher,51,25,1863,"Brewer, William Henry",2007,pemoore,6/3/2021,pemoore,6/3/2021,2021,2021,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_3,correct-old&recent_vouchers,CCH: many old vouchers + 1 recent one (Colwell),,,,,,,,,,,,,,
Cyperus difformis,Cyperus difformis,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","XX-wrong ID voucher found in CCH download, not in park",1,,1938,"Wagnon, K. A.",1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyperus eragrostis,Cyperus eragrostis,current,Cyperaceae,4.monocot,,native,,,1,,,1,1,,,1,1,,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,2006,"Grossenbacher, Dena",2006,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,Hetch Hetchy,pl_1,,,CCH: Grossenbacher 2006 along Tuolumne River near park boundary,,,,,,,,,vouchers not in database-recent vouchers only,,2006,2006,1
Cyperus esculentus,Cyperus esculentus,current,Cyperaceae,4.monocot,,native,,,1,1,,1,1,,1,,1,,"not in iNat, but occurs in park",retain on list,retain voucher,3,3,1866,"Bolander, Henry Nicholas",1920,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,Yosemite Valley,v_1,taxonomic_mismatch,"4 CCH2 vouchers, all before 1920 (including Jepson)",,,,,"observations throughout the US, but only 1 in the Sierra",,,,taxonomic_mismatch-wrong something,,,1866,1920,4
Cyperus hemioccidentalis,Cyperus hemioccidentalis,current,Cyperaceae,4.monocot,Lipocarpha occidentalis,native,,,,1,,1,1,,1,1,1,,"not in iNat, but occurs in park","retain, synonym",retain voucher,13,9,1866,"Bolander, Henry Nicholas",2006,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list_under_synonym,,v_1,correct-old&recent_vouchers / taxonomic_mismatch-renaming in progress,"no CCH2 vouchers under this nme, but many old and new under Lipocarpha occidentalis and Hemicarpha occidentalis; names connected on gbif but not CCH2 or iNat",,,,,"6 observations, all clustered in Riverside County",,,,,,,,,
Cyperus hemioccidentalis,Lipocarpha occidentalis,synonym,Cyperaceae,4.monocot,Cyperus hemioccidentalis,native,,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym retained,XX-synonym other list,,,,,,,,,,,,,,,,,synonym_from_GBIF_being_kept [[no duplication]],,pl_1,,,,,,,,,,,,synonym,,,,
Cyperus niger,Cyperus niger,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park",XX-taxonomic mismatch voucher found in CCH download; not in park,2,,1883,"Congdon, Joseph Whipple",1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyperus squarrosus,Cyperus squarrosus,current,Cyperaceae,4.monocot,,native,,,1,1,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,retain voucher,27,15,1863,"Brewer, William Henry",2009,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,,correct-old&recent_vouchers,,,,,,,,,,,,,,,
Cyperus strigosus,Cyperus strigosus,current,Cyperaceae,4.monocot,,N/A,,,,,,,,,1,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","XX-wrong ID voucher found in CCH download, not in park",2,,1889,unknown,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyperus virens,Cyperus virens,current,Cyperaceae,4.monocot,,N/A,,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dulichium arundinaceum,Dulichium arundinaceum,current,Cyperaceae,4.monocot,,native,,,1,1,,1,1,,1,1,1,,"not in iNat, but occurs in park",retain on list,retain voucher,10,10,1937,"Mason, Herbert L.",2011,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_1,correct-old&recent_vouchers,"many CCH2 vouchers new and old, mostly around Swamp Lake & Lost Lake",,,,,"very distinctive; eastern US and northwest, with southernmost observation to the north of Tahoe",,,,,,,,,
