ID,Name_submitted,Overall_score,Name_matched_id,Name_matched,Name_score,Name_matched_rank,Author_submitted,Author_matched,Author_score,Canonical_author,Name_matched_accepted_family,Genus_submitted,Genus_matched,Genus_score,Specific_epithet_submitted,Specific_epithet_matched,Specific_epithet_score,Family_submitted,Family_matched,Family_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Name_matched_url,Name_matched_lsid,Phonetic,Taxonomic_status,Accepted_name,Accepted_species,Accepted_name_author,Accepted_name_id,Accepted_name_rank,Accepted_name_url,Accepted_name_lsid,Accepted_family,Overall_score_order,Highertaxa_score_order,Source,Warnings,
306,Senecio serra var. serra,1,97937,Senecio serra var. serra,1,variety,,,NA,Hook.,Asteraceae,Senecio,Senecio,1,serra,serra,1,,,NA,var.,serra,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000098955,,Y,Synonym,Senecio serra,Senecio serra,Hook.,77549,species,http://www.worldfloraonline.org/taxon/wfo-0000078305,,Asteraceae,1,1,wfo,0,
307,Senecio streptanthifolius,1,117622,Senecio streptanthifolius,1,species,,,NA,Greene,Asteraceae,Senecio,Senecio,1,streptanthifolius,streptanthifolius,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000118809,,Y,Synonym,Packera streptanthifolia,Packera streptanthifolia,(Greene) W.A.Weber & Ã.LÃ¶ve,47379,species,http://www.worldfloraonline.org/taxon/wfo-0000047364,,Asteraceae,1,1,wfo,0,
308,Senecio triangularis,1,124824,Senecio triangularis,1,species,,,NA,Hook.,Asteraceae,Senecio,Senecio,1,triangularis,triangularis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000126120,,Y,Accepted,Senecio triangularis,Senecio triangularis,Hook.,124824,species,http://www.worldfloraonline.org/taxon/wfo-0000126120,,Asteraceae,1,1,wfo,0,
309,Senecio vulgaris,1,11824,Senecio vulgaris,1,species,,,NA,L.,Asteraceae,Senecio,Senecio,1,vulgaris,vulgaris,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000011329,,Y,Accepted,Senecio vulgaris,Senecio vulgaris,L.,11824,species,http://www.worldfloraonline.org/taxon/wfo-0000011329,,Asteraceae,1,1,wfo,0,
310,Senecio werneriifolius,1,71897,Senecio werneriifolius,1,species,,,NA,(A.Gray) A.Gray,Asteraceae,Senecio,Senecio,1,werneriifolius,werneriifolius,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000072584,,Y,Synonym,Packera werneriifolia,Packera werneriifolia,W.A.Weber & Ã.LÃ¶ve,29854,species,http://www.worldfloraonline.org/taxon/wfo-0000029582,,Asteraceae,1,1,wfo,0,
311,Solidago californica,1,121687,Solidago californica,1,species,,,NA,Nutt.,Asteraceae,Solidago,Solidago,1,californica,californica,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000122941,,Y,Synonym,Solidago velutina subsp. californica,Solidago velutina,(Nutt.) Semple,107819,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000108899,,Asteraceae,1,1,wfo,0,
312,Solidago canadensis ssp. elongata,1,82345,Solidago canadensis subsp. elongata,1,subspecies,,,NA,(Fernald) D.D.Keck,Asteraceae,Solidago,Solidago,1,canadensis,canadensis,1,,,NA,subsp.,elongata,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000083156,,Y,No opinion,,,,,,,,,1,1,wfo,0,readded
313,Solidago multiradiata,1,93918,Solidago multiradiata,1,species,,,NA,Aiton,Asteraceae,Solidago,Solidago,1,multiradiata,multiradiata,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000094900,,Y,Accepted,Solidago multiradiata,Solidago multiradiata,Aiton,93918,species,http://www.worldfloraonline.org/taxon/wfo-0000094900,,Asteraceae,1,1,wfo,0,
314,Soliva sessilis,1,136386,Soliva sessilis,1,species,,,NA,Ruiz & Pav.,Asteraceae,Soliva,Soliva,1,sessilis,sessilis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000137842,,Y,Accepted,Soliva sessilis,Soliva sessilis,Ruiz & Pav.,136386,species,http://www.worldfloraonline.org/taxon/wfo-0000137842,,Asteraceae,1,1,wfo,0,
315,Sonchus asper ssp. asper,1,82594,Sonchus asper subsp. asper,1,subspecies,,,NA,(L.) Hill,Asteraceae,Sonchus,Sonchus,1,asper,asper,1,,,NA,subsp.,asper,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000083410,,Y,No opinion,,,,,,,,,1,1,wfo,0,readded
316,Sonchus oleraceus,1,68587,Sonchus oleraceus,1,species,,,NA,L.,Asteraceae,Sonchus,Sonchus,1,oleraceus,oleraceus,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000069236,,Y,Accepted,Sonchus oleraceus,Sonchus oleraceus,L.,68587,species,http://www.worldfloraonline.org/taxon/wfo-0000069236,,Asteraceae,1,1,wfo,0,
317,Sphaeromeria cana,1,136370,Sphaeromeria cana,1,species,,,NA,(D.C.Eaton) A.Heller,Asteraceae,Sphaeromeria,Sphaeromeria,1,cana,cana,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000137826,,Y,Accepted,Sphaeromeria cana,Sphaeromeria cana,(D.C.Eaton) A.Heller,136370,species,http://www.worldfloraonline.org/taxon/wfo-0000137826,,Asteraceae,1,1,wfo,0,
318,Stenotus acaulis,1,16475,Stenotus acaulis,1,species,,,NA,(Nutt.) Nutt.,Asteraceae,Stenotus,Stenotus,1,acaulis,acaulis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000016042,,Y,Accepted,Stenotus acaulis,Stenotus acaulis,(Nutt.) Nutt.,16475,species,http://www.worldfloraonline.org/taxon/wfo-0000016042,,Asteraceae,1,1,wfo,0,
319,Stephanomeria lactucina,1,98714,Stephanomeria lactucina,1,species,,,NA,A.Gray,Asteraceae,Stephanomeria,Stephanomeria,1,lactucina,lactucina,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000099735,,Y,Accepted,Stephanomeria lactucina,Stephanomeria lactucina,A.Gray,98714,species,http://www.worldfloraonline.org/taxon/wfo-0000099735,,Asteraceae,1,1,wfo,0,
320,Stephanomeria tenuifolia,1,18719,Stephanomeria tenuifolia,1,species,,,NA,H.M.Hall,Asteraceae,Stephanomeria,Stephanomeria,1,tenuifolia,tenuifolia,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000018312,,Y,Accepted,Stephanomeria tenuifolia,Stephanomeria tenuifolia,H.M.Hall,18719,species,http://www.worldfloraonline.org/taxon/wfo-0000018312,,Asteraceae,1,1,wfo,0,
321,Stephanomeria virgata ssp. pleurocarpa,1,96821,Stephanomeria virgata subsp. pleurocarpa,1,subspecies,,,NA,(Greene) Gottlieb,Asteraceae,Stephanomeria,Stephanomeria,1,virgata,virgata,1,,,NA,subsp.,pleurocarpa,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000097830,,Y,Accepted,Stephanomeria virgata subsp. pleurocarpa,Stephanomeria virgata,(Greene) Gottlieb,96821,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000097830,,Asteraceae,1,1,wfo,0,
322,Tanacetum parthenium,1,79035,Tanacetum parthenium,1,species,,,NA,Sch.Bip.,Asteraceae,Tanacetum,Tanacetum,1,parthenium,parthenium,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000079801,,Y,Accepted,Tanacetum parthenium,Tanacetum parthenium,Sch.Bip.,79035,species,http://www.worldfloraonline.org/taxon/wfo-0000079801,,Asteraceae,1,1,wfo,0,
323,Taraxacum officinale,1,61593,Taraxacum officinale,1,species,,,NA,F.H.Wigg.,Asteraceae,Taraxacum,Taraxacum,1,officinale,officinale,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000062154,,Y,Accepted,Taraxacum officinale,Taraxacum officinale,F.H.Wigg.,61593,species,http://www.worldfloraonline.org/taxon/wfo-0000062154,,Asteraceae,1,1,wfo,0,
324,Tragopogon dubius,1,121344,Tragopogon dubius,1,species,,,NA,Scop.,Asteraceae,Tragopogon,Tragopogon,1,dubius,dubius,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000122592,,Y,Accepted,Tragopogon dubius,Tragopogon dubius,Scop.,121344,species,http://www.worldfloraonline.org/taxon/wfo-0000122592,,Asteraceae,1,1,wfo,0,
325,Trimorpha lonchophylla,1,14246,Trimorpha lonchophylla,1,species,,,NA,(Hook.) G.L.Nesom,Asteraceae,Trimorpha,Trimorpha,1,lonchophylla,lonchophylla,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000013783,,Y,Synonym,Erigeron lonchophyllus,Erigeron lonchophyllus,Hook.,20894,species,http://www.worldfloraonline.org/taxon/wfo-0000020503,,Asteraceae,1,1,wfo,0,
326,Uropappus lindleyi,1,21300,Uropappus lindleyi,1,species,,,NA,(DC.) Nutt.,Asteraceae,Uropappus,Uropappus,1,lindleyi,lindleyi,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000020914,,Y,Synonym,Microseris lindleyi,Microseris lindleyi,A.Gray,112882,species,http://www.worldfloraonline.org/taxon/wfo-0000113995,,Asteraceae,1,1,wfo,0,
327,Whitneya dealbata,1,94808,Whitneya dealbata,1,species,,,NA,A.Gray,Asteraceae,Whitneya,Whitneya,1,dealbata,dealbata,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000095800,,Y,Synonym,Arnica dealbata,Arnica dealbata,(A.Gray) B.G.Baldwin,24482,species,http://www.worldfloraonline.org/taxon/wfo-0000024144,,Asteraceae,1,1,wfo,0,
328,Wyethia angustifolia,1,77538,Wyethia angustifolia,1,species,,,NA,Nutt.,Asteraceae,Wyethia,Wyethia,1,angustifolia,angustifolia,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000078294,,Y,Accepted,Wyethia angustifolia,Wyethia angustifolia,Nutt.,77538,species,http://www.worldfloraonline.org/taxon/wfo-0000078294,,Asteraceae,1,1,wfo,0,
329,Wyethia elata,1,22117,Wyethia elata,1,species,,,NA,H.M.Hall,Asteraceae,Wyethia,Wyethia,1,elata,elata,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000021742,,Y,Synonym,Agnorhiza elata,Agnorhiza elata,(H.M.Hall) W.A.Weber,115127,species,http://www.worldfloraonline.org/taxon/wfo-0000116271,,Asteraceae,1,1,wfo,0,
330,Wyethia mollis,1,72476,Wyethia mollis,1,species,,,NA,A.Gray,Asteraceae,Wyethia,Wyethia,1,mollis,mollis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000073168,,Y,Accepted,Wyethia mollis,Wyethia mollis,A.Gray,72476,species,http://www.worldfloraonline.org/taxon/wfo-0000073168,,Asteraceae,1,1,wfo,0,
331,Campanula prenanthoides,1,819502,Campanula prenanthoides,1,species,,,NA,Durand,Campanulaceae,Campanula,Campanula,1,prenanthoides,prenanthoides,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000828264,,Y,Accepted,Campanula prenanthoides,Campanula prenanthoides,Durand,819502,species,http://www.worldfloraonline.org/taxon/wfo-0000828264,,Campanulaceae,1,1,wfo,0,
332,Downingia montana,1,823145,Downingia montana,1,species,,,NA,Greene,Campanulaceae,Downingia,Downingia,1,montana,montana,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000831924,,Y,Accepted,Downingia montana,Downingia montana,Greene,823145,species,http://www.worldfloraonline.org/taxon/wfo-0000831924,,Campanulaceae,1,1,wfo,0,
333,Githopsis specularioides,1,824342,Githopsis specularioides,1,species,,,NA,Nutt.,Campanulaceae,Githopsis,Githopsis,1,specularioides,specularioides,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000833123,,Y,Accepted,Githopsis specularioides,Githopsis specularioides,Nutt.,824342,species,http://www.worldfloraonline.org/taxon/wfo-0000833123,,Campanulaceae,1,1,wfo,0,
334,Heterocodon rariflorum,0.984285103,824594,Heterocodon rariflorus,0.984285103,species,,,NA,Nutt.,Campanulaceae,Heterocodon,Heterocodon,1,rariflorum,rariflorus,0.9,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000833375,,,Accepted,Heterocodon rariflorus,Heterocodon rariflorus,Nutt.,824594,species,http://www.worldfloraonline.org/taxon/wfo-0000833375,,Campanulaceae,1,1,wfo,0,
335,Nemacladus capillaris,1,808338,Nemacladus capillaris,1,species,,,NA,Greene,Campanulaceae,Nemacladus,Nemacladus,1,capillaris,capillaris,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000817020,,Y,Accepted,Nemacladus capillaris,Nemacladus capillaris,Greene,808338,species,http://www.worldfloraonline.org/taxon/wfo-0000817020,,Campanulaceae,1,1,wfo,0,
336,Nemacladus interior,1,808399,Nemacladus interior,1,species,,,NA,(Munz) G.T.Robbins,Campanulaceae,Nemacladus,Nemacladus,1,interior,interior,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000817081,,Y,Accepted,Nemacladus interior,Nemacladus interior,(Munz) G.T.Robbins,808399,species,http://www.worldfloraonline.org/taxon/wfo-0000817081,,Campanulaceae,1,1,wfo,0,
337,Porterella carnosula,1,808933,Porterella carnosula,1,species,,,NA,(Hook. & Arn.) Torr.,Campanulaceae,Porterella,Porterella,1,carnosula,carnosula,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000817615,,Y,Accepted,Porterella carnosula,Porterella carnosula,(Hook. & Arn.) Torr.,808933,species,http://www.worldfloraonline.org/taxon/wfo-0000817615,,Campanulaceae,1,1,wfo,0,
338,Triodanis biflora,1,810506,Triodanis biflora,1,species,,,NA,(Ruiz & Pav.) Greene,Campanulaceae,Triodanis,Triodanis,1,biflora,biflora,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000819190,,Y,Synonym,Triodanis perfoliata subsp. biflora,Triodanis perfoliata,(Ruiz & Pav.) Lammers,811551,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000820250,,Campanulaceae,1,1,wfo,0,
339,Menyanthes trifoliata,1,444540,Menyanthes trifoliata,1,species,,,NA,L.,Menyanthaceae,Menyanthes,Menyanthes,1,trifoliata,trifoliata,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000450682,,Y,Accepted,Menyanthes trifoliata,Menyanthes trifoliata,L.,444540,species,http://www.worldfloraonline.org/taxon/wfo-0000450682,,Menyanthaceae,1,1,wfo,0,
340,Amsinckia lycopsoides,1,525352,Amsinckia lycopsoides,1,species,,,NA,Lindl. ex Lehm.,Boraginaceae,Amsinckia,Amsinckia,1,lycopsoides,lycopsoides,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000532131,,Y,Accepted,Amsinckia lycopsoides,Amsinckia lycopsoides,Lindl. ex Lehm.,525352,species,http://www.worldfloraonline.org/taxon/wfo-0000532131,,Boraginaceae,1,1,wfo,0,
341,Amsinckia menziesii var. intermedia,1,525372,Amsinckia menziesii var. intermedia,1,variety,,,NA,Ganders,Boraginaceae,Amsinckia,Amsinckia,1,menziesii,menziesii,1,,,NA,var.,intermedia,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000532151,,Y,Accepted,Amsinckia menziesii var. intermedia,Amsinckia menziesii,Ganders,525372,variety,http://www.worldfloraonline.org/taxon/wfo-0000532151,,Boraginaceae,1,1,wfo,0,
342,Amsinckia menziesii var. menziesii,1,1226476,Amsinckia menziesii var. menziesii,1,variety,,,NA,,Boraginaceae,Amsinckia,Amsinckia,1,menziesii,menziesii,1,,,NA,var.,menziesii,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001243370,,Y,Synonym,Amsinckia menziesii,Amsinckia menziesii,(Lehm.) A.Nelson & J.F.Macbr.,525369,species,http://www.worldfloraonline.org/taxon/wfo-0000532148,,Boraginaceae,1,1,wfo,0,
343,Cryptantha affinis,1,619915,Cryptantha affinis,1,species,,,NA,Greene,Boraginaceae,Cryptantha,Cryptantha,1,affinis,affinis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627306,,Y,Accepted,Cryptantha affinis,Cryptantha affinis,Greene,619915,species,http://www.worldfloraonline.org/taxon/wfo-0000627306,,Boraginaceae,1,1,wfo,0,
344,Cryptantha ambigua,1,619921,Cryptantha ambigua,1,species,,,NA,Greene,Boraginaceae,Cryptantha,Cryptantha,1,ambigua,ambigua,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627312,,Y,Accepted,Cryptantha ambigua,Cryptantha ambigua,Greene,619921,species,http://www.worldfloraonline.org/taxon/wfo-0000627312,,Boraginaceae,1,1,wfo,0,
345,Cryptantha echinella,1,620033,Cryptantha echinella,1,species,,,NA,Greene,Boraginaceae,Cryptantha,Cryptantha,1,echinella,echinella,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627424,,Y,Accepted,Cryptantha echinella,Cryptantha echinella,Greene,620033,species,http://www.worldfloraonline.org/taxon/wfo-0000627424,,Boraginaceae,1,1,wfo,0,
346,Cryptantha flaccida,1,620050,Cryptantha flaccida,1,species,,,NA,Greene,Boraginaceae,Cryptantha,Cryptantha,1,flaccida,flaccida,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627441,,Y,Accepted,Cryptantha flaccida,Cryptantha flaccida,Greene,620050,species,http://www.worldfloraonline.org/taxon/wfo-0000627441,,Boraginaceae,1,1,wfo,0,
347,Cryptantha glomeriflora,1,620073,Cryptantha glomeriflora,1,species,,,NA,Greene,Boraginaceae,Cryptantha,Cryptantha,1,glomeriflora,glomeriflora,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627464,,Y,Accepted,Cryptantha glomeriflora,Cryptantha glomeriflora,Greene,620073,species,http://www.worldfloraonline.org/taxon/wfo-0000627464,,Boraginaceae,1,1,wfo,0,
348,Cryptantha hispidula,1,620099,Cryptantha hispidula,1,species,,,NA,Greene ex Brand,Boraginaceae,Cryptantha,Cryptantha,1,hispidula,hispidula,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627490,,Y,Accepted,Cryptantha hispidula,Cryptantha hispidula,Greene ex Brand,620099,species,http://www.worldfloraonline.org/taxon/wfo-0000627490,,Boraginaceae,1,1,wfo,0,
349,Cryptantha humilis,1,620109,Cryptantha humilis,1,species,,,NA,Payson,Boraginaceae,Cryptantha,Cryptantha,1,humilis,humilis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627500,,Y,Synonym,Oreocarya humilis,Oreocarya humilis,(A.Gray) Greene,1199388,species,http://www.worldfloraonline.org/taxon/wfo-0001215598,,Boraginaceae,1,1,wfo,0,
350,Cryptantha muricata,1,620197,Cryptantha muricata,1,species,,,NA,(Hook. & Arn.) A.Nelson & J.F.Macbr.,Boraginaceae,Cryptantha,Cryptantha,1,muricata,muricata,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627588,,Y,Accepted,Cryptantha muricata,Cryptantha muricata,(Hook. & Arn.) A.Nelson & J.F.Macbr.,620197,species,http://www.worldfloraonline.org/taxon/wfo-0000627588,,Boraginaceae,1,1,wfo,0,
351,Cryptantha nubigena,1,620214,Cryptantha nubigena,1,species,,,NA,Payson,Boraginaceae,Cryptantha,Cryptantha,1,nubigena,nubigena,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627605,,Y,Accepted,Cryptantha nubigena,Cryptantha nubigena,Payson,620214,species,http://www.worldfloraonline.org/taxon/wfo-0000627605,,Boraginaceae,1,1,wfo,0,
352,Cryptantha simulans,1,620285,Cryptantha simulans,1,species,,,NA,Greene,Boraginaceae,Cryptantha,Cryptantha,1,simulans,simulans,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627676,,Y,Accepted,Cryptantha simulans,Cryptantha simulans,Greene,620285,species,http://www.worldfloraonline.org/taxon/wfo-0000627676,,Boraginaceae,1,1,wfo,0,
353,Cryptantha torreyana,1,620308,Cryptantha torreyana,1,species,,,NA,(A.Gray) Greene,Boraginaceae,Cryptantha,Cryptantha,1,torreyana,torreyana,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000627699,,Y,Accepted,Cryptantha torreyana,Cryptantha torreyana,(A.Gray) Greene,620308,species,http://www.worldfloraonline.org/taxon/wfo-0000627699,,Boraginaceae,1,1,wfo,0,
354,Cynoglossum grande,1,626593,Cynoglossum grande,1,species,,,NA,Douglas ex Lehm.,Boraginaceae,Cynoglossum,Cynoglossum,1,grande,grande,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000634030,,Y,Accepted,Cynoglossum grande,Cynoglossum grande,Douglas ex Lehm.,626593,species,http://www.worldfloraonline.org/taxon/wfo-0000634030,,Boraginaceae,1,1,wfo,0,
355,Cynoglossum occidentale,1,626714,Cynoglossum occidentale,1,species,,,NA,A.Gray,Boraginaceae,Cynoglossum,Cynoglossum,1,occidentale,occidentale,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000634151,,Y,Synonym,Andersonglossum occidentale,Andersonglossum occidentale,(A.Gray) J.I.Cohen,1297885,species,http://www.worldfloraonline.org/taxon/wfo-0001330286,,Boraginaceae,1,1,wfo,0,
356,Cynoglossum officinale,1,626715,Cynoglossum officinale,1,species,,,NA,L.,Boraginaceae,Cynoglossum,Cynoglossum,1,officinale,officinale,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000634152,,Y,Accepted,Cynoglossum officinale,Cynoglossum officinale,L.,626715,species,http://www.worldfloraonline.org/taxon/wfo-0000634152,,Boraginaceae,1,1,wfo,0,
357,Eriodictyon californicum,1,666579,Eriodictyon californicum,1,species,,,NA,(Hook. & Arn.) Decne.,Boraginaceae,Eriodictyon,Eriodictyon,1,californicum,californicum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000674365,,Y,Accepted,Eriodictyon californicum,Eriodictyon californicum,(Hook. & Arn.) Decne.,666579,species,http://www.worldfloraonline.org/taxon/wfo-0000674365,,Boraginaceae,1,1,wfo,2,
358,Hackelia micrantha,1,1199096,Hackelia micrantha,1,species,,,NA,(Eastw.) J.L.Gentry,Boraginaceae,Hackelia,Hackelia,1,micrantha,micrantha,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215302,,Y,Accepted,Hackelia micrantha,Hackelia micrantha,(Eastw.) J.L.Gentry,1199096,species,http://www.worldfloraonline.org/taxon/wfo-0001215302,,Boraginaceae,1,1,wfo,0,
359,Hackelia mundula,1,1199097,Hackelia mundula,1,species,,,NA,(Jeps.) Ferris in Abrams,Boraginaceae,Hackelia,Hackelia,1,mundula,mundula,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215303,,Y,Accepted,Hackelia mundula,Hackelia mundula,(Jeps.) Ferris in Abrams,1199097,species,http://www.worldfloraonline.org/taxon/wfo-0001215303,,Boraginaceae,1,1,wfo,0,
360,Hackelia nervosa,1,1199098,Hackelia nervosa,1,species,,,NA,(Kellogg) I.M.Johnst.,Boraginaceae,Hackelia,Hackelia,1,nervosa,nervosa,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215304,,Y,Accepted,Hackelia nervosa,Hackelia nervosa,(Kellogg) I.M.Johnst.,1199098,species,http://www.worldfloraonline.org/taxon/wfo-0001215304,,Boraginaceae,1,1,wfo,0,
361,Hackelia velutina,1,1199103,Hackelia velutina,1,species,,,NA,I.M.Johnst.,Boraginaceae,Hackelia,Hackelia,1,velutina,velutina,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215309,,Y,Accepted,Hackelia velutina,Hackelia velutina,I.M.Johnst.,1199103,species,http://www.worldfloraonline.org/taxon/wfo-0001215309,,Boraginaceae,1,1,wfo,0,
362,Mertensia ciliata,1,1199135,Mertensia ciliata,1,species,,,NA,G.Don,Boraginaceae,Mertensia,Mertensia,1,ciliata,ciliata,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215341,,Y,Accepted,Mertensia ciliata,Mertensia ciliata,G.Don,1199135,species,http://www.worldfloraonline.org/taxon/wfo-0001215341,,Boraginaceae,1,1,wfo,0,
363,Pectocarya pusilla,1,1199158,Pectocarya pusilla,1,species,,,NA,(A.DC.) A.Gray,Boraginaceae,Pectocarya,Pectocarya,1,pusilla,pusilla,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215364,,Y,Accepted,Pectocarya pusilla,Pectocarya pusilla,(A.DC.) A.Gray,1199158,species,http://www.worldfloraonline.org/taxon/wfo-0001215364,,Boraginaceae,1,1,wfo,0,
364,Plagiobothrys hispidulus,1,1199414,Plagiobothrys hispidulus,1,species,,,NA,I.M.Johnst.,Boraginaceae,Plagiobothrys,Plagiobothrys,1,hispidulus,hispidulus,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215625,,Y,Accepted,Plagiobothrys hispidulus,Plagiobothrys hispidulus,I.M.Johnst.,1199414,species,http://www.worldfloraonline.org/taxon/wfo-0001215625,,Boraginaceae,1,1,wfo,0,
365,Plagiobothrys myosotoides,1,391864,Plagiobothrys myosotoides,1,species,,,NA,Brand,Boraginaceae,Plagiobothrys,Plagiobothrys,1,myosotoides,myosotoides,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000397593,,Y,Accepted,Plagiobothrys myosotoides,Plagiobothrys myosotoides,Brand,391864,species,http://www.worldfloraonline.org/taxon/wfo-0000397593,,Boraginaceae,1,1,wfo,0,
366,Plagiobothrys nothofulvus,1,1199301,Plagiobothrys nothofulvus,1,species,,,NA,A.Gray,Boraginaceae,Plagiobothrys,Plagiobothrys,1,nothofulvus,nothofulvus,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001215510,,Y,Accepted,Plagiobothrys nothofulvus,Plagiobothrys nothofulvus,A.Gray,1199301,species,http://www.worldfloraonline.org/taxon/wfo-0001215510,,Boraginaceae,1,1,wfo,0,
