accepted_name,scientific_name,taxonomic_status,family,broader,synonymy_notes,establishment_means,taxonID,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,iNat_needsID_only,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,first_voucher_collector,first_iNat_observer,last_iNat_observer,year_first_iNat,year_last_iNat,vouchers_from_gbif_only,iNat_needs_ID_only_verdict,Symbiota,iNat_missing_in_gbif,use_as_example,voucher_parklist_notes,iNat_notes,range_notes,voucher_links,species added during manual voucher searches,iNat_needsID_only_notes,iNat_needsID_only_notes2,taxonomic_concerns,synonyms_from_CCH
Packera pauciflora,Senecio pauciflorus,synonym,Asteraceae,3.dicot,Packera pauciflora,native,https://www.inaturalist.org/taxa/78327,,,1,1,,synonym,synonym,synonym,1,1,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,taxonomic or nomenclatural error,"remove, double or triple listing due to synonymy",,,,1894,2014,7/29/2019,6/21/2020,,silversea_starsong,jerry171,2019,2020,,,,,,"now Packera pauciflora; many CCH2 vouchers, old and new; this name in iNaturalist resolved only to Senecio grandiflorus - not sure if this is part of it? As in, why wasn't this name updated?",,throughout the high elevation Sierra,,,,,,
Packera pseudaurea,Packera pseudaurea,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78328,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2011,2011,,,"Grossenbacher, Dena",,,,,,,in Symbiota,,,iNat: Closest observation north of Tahoe,,wrong range-California far from park,,"add, found during search of CCH2 by locality name",,,,Packera pseudaurea var. pseudaurea; Senecio pseudaureus var. pseudaureus
Packera streptanthifolia,Packera streptanthifolia,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78329,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,5,4,2,1894,2005,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,,,,,,,,,Senecio streptanthifolius
Packera subnuda,Packera subnuda,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78330,,2,1,1,,1,1,,1,1,1,valid needsID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,29,22,22,1875,2012,,,"McLean, F. P.",,,,,,,in Symbiota,,,,,,,,,,,Packera subnuda var. subnuda; Senecio cymbalarioides; Senecio subnudus
Packera werneriifolia,Packera werneriifolia,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78331,2,4,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,33,29,30,1863,2011,6/19/2022,7/3/2022,"Brewer, William Henry",lizzywenk,lizzywenk,2022,2022,,,in Symbiota,,,,,,,,,,,Senecio muirii; Senecio werneriaefolius; Senecio werneriifolius
Palafoxia callosa,Palafoxia callosa,accepted,Asteraceae,3.dicot,,,https://www.inaturalist.org/taxa/120483,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,,https://www.inaturalist.org/observations/179474973,,"user ID, but huge outlier, and photo not great. Should check, but pretty sure misID",probably Lessingi leptoclada,,
Pentachaeta exilis,Pentachaeta exilis,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/70385,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",1,1,1,,,,,"Reeves, Teri",,,,,,,,,,"CCH/gbif: 1 voucher from 1965; SHTC - CSU Stanislaus Herbarium (SHTC) - just says Yosemite; Taylor: belw 2600 feet, not in Yosemite",,coast ranges of South Bay,,,,,taxonomic_mismatch-mis-identification,
Phalacroseris bolanderi,Phalacroseris bolanderi,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78533,,3,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,33,31,21,1866,2007,,,"Bolander, Henry Nicholas",,,,,,,in Symbiota,,,,,,,,,,,Phalacroseris bolanderi var. coronata
Pilosella arguta,Pilosella arguta,accepted,Asteraceae,3.dicot,Hieracium argutum,native,https://www.inaturalist.org/taxa/1183937,,,1,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,"iNat: southern Coast Range, into Baja; CCH, Taylor: 1 1878 voucher from ""top of Half Dome"" that Taylor doesn't think valid",,wrong range-California far from park,,,,,,Hieracium argutum
Pseudobahia heermannii,Pseudobahia heermannii,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78759,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,in Symbiota,,,"iNat: low elevation Sierra Nevada; CCH, Taylor: single Congdon 1893 voucher from Snow Creek (outside park)",,wrong range-west or south of park at lower elevations,,,,,,
Pseudognaphalium beneolens,Pseudognaphalium beneolens,accepted,Asteraceae,3.dicot,Pseudognaphalium canescens subsp. beneolens,native,https://www.inaturalist.org/taxa/64303,,5,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,2,1,1907,1998,,,"Eastwood, Alice",,,,,,,in Symbiota,,,CCH: recent voucher only,,,,"add, found during search of CCH2 for species in iNat, parks list",,,,Gnaphalium canescens ssp. beneolens; Gnaphalium canescens subsp. beneolens; Pseudognaphalium macounii
Pseudognaphalium beneolens,Pseudognaphalium macounii,misapplied,Asteraceae,3.dicot,misapplied to Pseudognaphalium beneolens,native,https://www.inaturalist.org/taxa/64303,,,,1,,misapplied,misapplied,misapplied,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, misapplied name",,,,1907,1998,,,,,,,,,,,,,,,,,,,,,
Pseudognaphalium biolettii,Pseudognaphalium biolettii,accepted,Asteraceae,3.dicot,,,https://www.inaturalist.org/taxa/58829,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,Coast Range,,,"almost 100% certainly a misID, was a CV suggestion from more than a year ago (species no longer suggested by CV for this observation)",,,
Pseudognaphalium californicum,Pseudognaphalium californicum,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/53077,,5,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",5,5,2,1911,1960,,,"Hall, Harvey Monroe",,,,,,,in Symbiota,,,"CCH, Taylor: scattered vouchers through 1960",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,Gnaphalium californicum
Pseudognaphalium canescens,Pseudognaphalium canescens,accepted,Asteraceae,3.dicot,Pseudognaphalium beneolens; Pseudognaphalium microcephalum; Pseudognaphalium thermale; Pseudognaphalium candescens,native,https://www.inaturalist.org/taxa/53080,4,23,,1,iNat-not-gbif,,1,1,1,,1,,"retain, restricted license","retain, but restricted license",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,2,2,,1935,1976,9/5/2021,9/8/2021,"Sawyer, Elliot",dgrimmphd,dgrimmphd,2021,2021,,,,restricted_license,,,,variouos,,,,,,Gnaphalium canescens
Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,accepted,Asteraceae,3.dicot,Helichrysum luteoalbum,introduced,https://www.inaturalist.org/taxa/53083,,2,,,,1,,,,,1,,XX-synonym,XX-synonym,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",XX-synonym,XX-synonym,,,,,,,,,,,,,,,in Symbiota,,,,,,,,"small chance this is correct, but probably misID",,,
Pseudognaphalium luteoalbum,Helichrysum luteoalbum,synonym,Asteraceae,3.dicot,Pseudognaphalium luteoalbum; Gnaphalium luteoalbum,introduced,https://www.inaturalist.org/taxa/53083,,,1,,,synonym,synonym,synonym,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-synonym,XX-synonym,XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,synonym,,,wrong range-west or south of park at lower elevations,,,,,,Gnaphalium luteoalbum
Pseudognaphalium microcephalum,Pseudognaphalium microcephalum,accepted,Asteraceae,3.dicot,Pseudognaphalium canescens subsp. microcephalum,native,https://www.inaturalist.org/taxa/78763,,3,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,geographic error,"add, coordinates erroneously outside protected area or missing coordinates",3,3,,1924,1954,,,"Howell, John Thomas",,,,,,,in Symbiota,,,CCH: 3 old vouchers; not in Taylor; none of iNat look diagnostic,,"Wawona, western boundary",,"add, found during search of CCH2 for species in iNat, parks list",,,,Gnaphalium canescens ssp. microcephalum
Pseudognaphalium obtusifolium,Pseudognaphalium obtusifolium,accepted,Asteraceae,3.dicot,,,https://www.inaturalist.org/taxa/143859,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,,,,"almost 100% certainly a misID, was a CV suggestion from more than a year ago (species no longer suggested by CV for this observation)",,,
Pseudognaphalium stramineum,Pseudognaphalium stramineum,accepted,Asteraceae,3.dicot,Gnaphalium stramineum,native,https://www.inaturalist.org/taxa/53089,,1,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",7,7,1,1889,1931,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,"CCH: quite a few older vouchers, but nothing since 1937; in Taylor, same vouchers",,"Yosemite Valley, Wawona, Mather",,"add, found during search of CCH2 for species in iNat, parks list",,,,Gnaphalium chilense; Gnaphalium stramineum
Pseudognaphalium thermale,Pseudognaphalium thermale,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78765,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,8,8,3,1911,1974,,,"Hall, Harvey Monroe",,,,,,,in Symbiota,,,"many vouchers in CCH, although oddly none from Yosemite Museum; most recent from Sharsmith in 1982",,"scattered observations throughout the Sierra, all north or south of Yosemite",,,,,,Gnaphalium canescens ssp. thermale; Gnaphalium thermale; Pseudognaphalium canescens subsp. thermale
Psilocarphus brevissimus,Psilocarphus brevissimus,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/56980,,,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2006,2006,,,"Grossenbacher, Dena",,,,,,,in Symbiota,,,,,,,"add, found during search of CCH2 by locality name",,,,Psilocarphus brevissimus var. brevissimus
Psilocarphus oregonus,Psilocarphus oregonus,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/60149,,,,,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,2,1,1896,1911,,,"Jepson, Willis L.",,,,,,,in Symbiota,,,,,,,"add, found during search of CCH2 by locality name",,,,
Psilocarphus tenellus,Psilocarphus tenellus,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/53188,,,,1,,,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,5,4,3,1875,1999,,,"McLean, F. P.",,,,,,,in Symbiota,,,"CCH, Taylor: scattered old observations + 1 recent one from Tuolumne stables",,,,,,,,Psilocarphus tenellus var. tenellus
Pyrrocoma apargioides,Pyrrocoma apargioides,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78795,15,5,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,58,46,38,1866,2011,7/17/2018,9/15/2023,"Bolander, Henry Nicholas",tmessick,eagle_eyes_evan,2018,2023,,,in Symbiota,,,,,,,,,,,Haplopappus apargioides
Rafinesquia neomexicana,Rafinesquia neomexicana,accepted,Asteraceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/68553,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,,,,,,"Beller, S.",,,,,,,,,,,,,,,,,,
Raillardella argentea,Raillardella argentea,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78812,10,6,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,31,31,20,1866,1970,8/24/2019,8/13/2023,"Bolander, Henry Nicholas",okisutch99,kyanocitta,2019,2023,,,in Symbiota,,,,,,,,,,,Raillardia argentea
Raillardella scaposa,Raillardella scaposa,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78814,18,6,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,64,62,29,1863,2009,7/10/2014,8/8/2023,"Brewer, William Henry",lizzywenk,coloradobeck,2014,2023,,,in Symbiota,,,,,,,,,,,Raillardia scaposa
Ratibida columnifera,Ratibida columnifera,accepted,Asteraceae,3.dicot,,out-of-range,https://www.inaturalist.org/taxa/78836,1,1,,,1,,,x,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,CCH: no vouchers; gbif: no vouchers; both iNat should be: Rudbeckia californica,wrong_ID,"across US once east of Great Basin, not much to west",,,,,,
Rigiopappus leptocladus,Rigiopappus leptocladus,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/56981,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1,1,1,1888,1888,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,fixed iNat,"CCH: less likely Congdon from Wawona, more likely Keck collection from Mather",,,,,,,,
Rudbeckia californica,Rudbeckia californica,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/78896,127,50,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,23,22,13,1866,2006,7/24/2006,9/15/2023,"Bolander, Henry Nicholas",charadrius,cwbarrows,2006,2023,2006 in gbif,,in Symbiota,,,,,,,,,,,Rudbeckia californica var. californica
Rudbeckia hirta,Rudbeckia hirta,accepted,Asteraceae,3.dicot,,introduced,https://www.inaturalist.org/taxa/62741,13,2,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,11,9,7,1896,2009,9/28/2008,8/17/2023,"Jepson, Willis L.",matsonburger,melisaclarke,2008,2023,,,in Symbiota,,,,,Yosemite Valley,,,,,,Rudbeckia hirta var. pulcherrima
Scorzonera radiata,Scorzonera radiata,accepted,Asteraceae,3.dicot,,,https://www.inaturalist.org/taxa/788037,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,,,,"almost 100% certainly a misID, was a CV suggestion from more than a year ago (species no longer suggested by CV for this observation)",,,
Senecio aronicoides,Senecio aronicoides,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/53206,24,158,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,25,21,10,1894,2003,5/2/2015,9/14/2023,"Congdon, Joseph Whipple",kueda,william820,2015,2023,,,in Symbiota,,,,,,,,,,,
Senecio clarkianus,Senecio clarkianus,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/79043,4,3,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,21,18,12,1866,2006,7/26/2012,8/6/2021,"Bolander, Henry Nicholas",lizzywenk,rangerwild,2012,2021,,,in Symbiota,,,,,,,,,,,
Senecio flaccidus,Senecio flaccidus,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/58036,,2,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",5,5,1,1895,1946,,,"Lembert, J. B.",,,,,,,in Symbiota,,,"CCH: only 1 voucher, 1895, Lembert, just reads ""Yosemite"", all other vouchers at much lower locations; mentioned by Taylor; 1931 from El Cap (Harvard Hervarium), 1940 Inspiration Pt, lots El Portal",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,Senecio douglasii var. douglasii; Senecio flaccidus douglasii; Senecio flaccidus var. douglasii
Senecio fremontii,Senecio fremontii,accepted,Asteraceae,3.dicot,,native,https://www.inaturalist.org/taxa/79045,,1,1,1,,1,1,,1,1,1,2024 RG ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,19,15,15,1890,2017,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,,,,,,,,,Senecio fremontii var. fremontii; Senecio fremontii var. occidentalis
