notes,accepted_name,scientific_name,status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,parks_outcome,voucher_outcome,old&recent,first_voucher,last_voucher,iNat_needs_ID_?,first_iNat,last_iNat
,Arthropteris tenella,Arthropteris tenella,current,Tectariaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1933,1964,none,,
,Arum italicum,Arum italicum,current,Araceae,5.monocot-colorful,introduced,9,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2022,2023
,Arundo donax,Arundo donax,current,Poaceae,4.monocot,introduced,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Asclepias curassavica,Asclepias curassavica,current,Apocynaceae,3.dicot,introduced,6,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2024
,Asparagus aethiopicus,Asparagus aethiopicus,current,Asparagaceae,5.monocot-colorful,introduced,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1983,1983,,2023,2023
,Asparagus asparagoides,Asparagus asparagoides,current,Asparagaceae,5.monocot-colorful,introduced,1,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2020,2020
"1972 voucher geolocated on opposite of Port Hacking, but clearly from Royal based on notes",Asparagus setaceus,Asparagus setaceus,current,Asparagaceae,5.monocot-colorful,introduced,,,,,1,1,,1,,,1,"XX-not in iNat, yes in park","retain, synonym","retain, synonym",old_vouchers_only,1972,1983,none,,
"Australia still follows old scheme of treating setaceus and plumosus as separate species, the latter has been lumped into the former now",Asparagus setaceus,Asparagus plumosus,synonym,Asparagaceae,5.monocot-colorful,introduced,,1,1,,synonym,synonym,synonym,,,,,XX-synonym other list,"XX-synonym re vouchers, parks",XX-synonym re parks & voucher,(remove),,,,,
,Asplenium australasicum,Asplenium australasicum,current,Aspleniaceae,1.ferns/primitive,native,16,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1934,1934,,2004,2024
,Asplenium flabellifolium,Asplenium flabellifolium,current,Aspleniaceae,1.ferns/primitive,native,4,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1905,2019,,2020,2024
"Asplenium nidus is from tropical QLD, this is a misID of A. australasicum",Asplenium nidus,Asplenium nidus,current,Aspleniaceae,1.ferns/primitive,out-of-range,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",(disagree with voucher),,,,,
,Asplenium polyodon,Asplenium polyodon,current,Aspleniaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1927,1927,none,,
,Astrotricha crassifolia,Astrotricha crassifolia,current,Araliaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1950,1950,none,,
,Atriplex prostrata,Atriplex prostrata,current,Amaranthaceae,3.dicot,introduced,,1,,,1,,,,,,1,needsID-likely correct,retain on list,"no voucher, but exists in park",no_vouchers,,,yes_correct,,
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Austromyrtus tenuifolia,Austromyrtus tenuifolia,current,Myrtaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1940,1986,,2021,2021
,Austrostipa mollis,Austrostipa mollis,current,Poaceae,4.monocot,native,,1,1,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,1994,1994,none,,
,Austrostipa pubescens,Austrostipa pubescens,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1889,1889,none,,
,Austrostipa ramosissima,Austrostipa ramosissima,current,Poaceae,4.monocot,native,,,,,,,,,,1,1,needsID_only_correct,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2021
,Austrostipa rudis,Austrostipa rudis,current,Poaceae,4.monocot,native,,,1,,,1,,,1,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,recent_vouchers_only,1994,1994,none,,
,Avicennia marina,Avicennia marina,current,Acanthaceae,3.dicot,native,10,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2020,2023
,Axonopus fissifolius,Axonopus fissifolius,current,Poaceae,4.monocot,introduced,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1958,1958,none,,
,Backhousia leptopetala,Backhousia leptopetala,current,Myrtaceae,3.dicot,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1960,1960,none,,
,Backhousia myrtifolia,Backhousia myrtifolia,current,Myrtaceae,3.dicot,native,3,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1946,1973,,2020,2024
"the 1916 voucher might not actually be in the park, but locality too vague to make a confident call. 1975 voucher is definitely legitimate anyway",Bacopa monnieri,Bacopa monnieri,current,Plantaginaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1916,1975,none,,
"iNat record misidentified, actually diosmifolia",Baeckea brevifolia,Baeckea brevifolia,current,Myrtaceae,3.dicot,native,,,,1,,,,,,,,"remove, 01. wrong ID","XX-not on parks list, not in park","XX-no voucher, not in park",(remove),,,,,
,Baeckea diosmifolia,Baeckea diosmifolia,current,Myrtaceae,3.dicot,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1921,1987,yes_correct,,
,Baeckea imbricata,Baeckea imbricata,current,Myrtaceae,3.dicot,native,27,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1889,2016,,1988,2024
,Baeckea linifolia,Baeckea linifolia,current,Myrtaceae,3.dicot,native,7,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1896,1975,,2020,2024
,Baloghia inophylla,Baloghia inophylla,current,Euphorbiaceae,3.dicot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
"1896 voucher, but the locality notes say Centennial Park, so clearly not in Royal",Baloskion gracile,Baloskion gracile,current,Restionaceae,4.monocot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1950,1992,none,,
,Baloskion tetraphyllum,Baloskion tetraphyllum,current,Restionaceae,4.monocot,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1975,1989,yes_correct,,
"I'm not comfortable confirming this iNat record as correct, so have erred on the side of caution and annotated as misidentified. The single photo doesn't show the leaves clearly, which are one of the most important characters for this complex, but from what I can make out they seem too narrow, and not toothed enough",Banksia collina,Banksia collina,current,Proteaceae,3.dicot,native,,,,1,,,,,,,,"remove, 01. wrong ID","XX-not on parks list, not in park","XX-no voucher, not in park",(remove),,,yes_unsure,,
"1899 voucher placed just outside the park, but in Royal based on notes",Banksia ericifolia,Banksia ericifolia,current,Proteaceae,3.dicot,native,120,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1899,2016,,1980,2024
,Banksia integrifolia,Banksia integrifolia,current,Proteaceae,3.dicot,native,11,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1987,2015,,1981,2024
,Banksia marginata,Banksia marginata,current,Proteaceae,3.dicot,native,72,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1927,2012,,2012,2023
,Banksia oblongifolia,Banksia oblongifolia,current,Proteaceae,3.dicot,native,29,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1933,2000,,2008,2024
,Banksia paludosa,Banksia paludosa,current,Proteaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1977,1977,none,,
,Banksia robur,Banksia robur,current,Proteaceae,3.dicot,native,4,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1900,1962,,2020,2023
,Banksia serrata,Banksia serrata,current,Proteaceae,3.dicot,native,85,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1955,2015,,2005,2024
,Banksia spinulosa,Banksia spinulosa,current,Proteaceae,3.dicot,native,23,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1898,2012,,2020,2024
,Bartlettina sordida,Bartlettina sordida,current,Asteraceae,3.dicot,introduced,1,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2008,2008
,Bauera microphylla,Bauera microphylla,current,Cunoniaceae,3.dicot,native,1,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,1990,,2020,2022
,Bauera rubioides,Bauera rubioides,current,Cunoniaceae,3.dicot,native,108,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1896,2012,,2011,2024
,Begonia cucullata,Begonia cucullata,current,Begoniaceae,3.dicot,introduced,3,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2023
,Bertya pomaderroides,Bertya pomaderroides,current,Euphorbiaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1942,1966,none,,
,Bidens alba,Bidens alba,current,Asteraceae,3.dicot,introduced,1,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2022,2022
,Bidens pilosa,Bidens pilosa,current,Asteraceae,3.dicot,introduced,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
there probably are some old vouchers based on comment at https://www.inaturalist.org/observations/47072806,Billardiera mutabilis,Billardiera mutabilis,current,Pittosporaceae,3.dicot,native,5,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2020,2024
,Billardiera scandens,Billardiera scandens,current,Pittosporaceae,3.dicot,native,13,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1968,2012,,2014,2023
the 1894 voucher is questionable enough to me re matching between the coordinates and verbatim locality that I'm discounting it,Blandfordia nobilis,Blandfordia nobilis,current,Blandfordiaceae,5.monocot-colorful,native,55,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1936,1994,,2016,2023
,Blechnum ambiguum,Blechnum ambiguum,current,Blechnaceae,1.ferns/primitive,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1897,1960,,2021,2021
,Blechnum camfieldii,Blechnum camfieldii,current,Blechnaceae,1.ferns/primitive,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Blechnum minus,Blechnum minus,current,Blechnaceae,1.ferns/primitive,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Blechnum nudum,Blechnum nudum,current,Blechnaceae,1.ferns/primitive,native,2,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1905,1993,,2024,2024
,Blechnum patersonii,Blechnum patersonii,current,Blechnaceae,1.ferns/primitive,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1905,1989,,2023,2023
,Blechnum patersonii,Austroblechnum patersonii,synonym,Blechnaceae,1.ferns/primitive,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym voucher,"remove, double listing",(remove),,,,,
the 1933 vouchers are clearly incorrectly located in the park (locality = Austinmer),Blechnum wattsii,Blechnum wattsii,current,Blechnaceae,1.ferns/primitive,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1960,1975,,2021,2021
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it. The 1908 voucher was annotated as date not supplied, but the sheet clearly indicates October 1908",Boronia barkeriana,Boronia barkeriana,current,Rutaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1889,1908,none,,
,Boronia floribunda,Boronia floribunda,current,Rutaceae,3.dicot,native,16,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1889,1986,,2020,2023
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Boronia ledifolia,Boronia ledifolia,current,Rutaceae,3.dicot,native,131,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1894,2006,,1980,2024
"the iNat RG record had a large enough coordinate uncertainty that the circle broke the edges of Royal, and thus excluded it from my iNat download. I confirmed that the record was definitely in Royal though",Boronia parviflora,Boronia parviflora,current,Rutaceae,3.dicot,native,1,1,,,1,,1,,,,1,"add, manually obscured coordinates",retain on list,"no voucher, but exists in park",no_vouchers,,,,2020,2020
,Boronia pinnata,Boronia pinnata,current,Rutaceae,3.dicot,native,5,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1946,1964,,2021,2022
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Boronia serrulata,Boronia serrulata,current,Rutaceae,3.dicot,native,58,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1908,2012,,2011,2024
,Boronia thujona,Boronia thujona,current,Rutaceae,3.dicot,native,1,1,1,1,1,1,1,1,1,,1,"retain, but restricted license",retain on list,retain voucher,old&recent_vouchers,1935,2008,,2021,2021
,Bossiaea ensata,Bossiaea ensata,current,Fabaceae,3.dicot,native,20,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1887,2012,,2014,2023
,Bossiaea heterophylla,Bossiaea heterophylla,current,Fabaceae,3.dicot,native,60,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1890,2006,,2018,2024
1840 vouchers by Leichhardt are oldest legitimate records from the park,Bossiaea obcordata,Bossiaea obcordata,current,Fabaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1840,1964,none,,
,Bossiaea prostrata,Bossiaea prostrata,current,Fabaceae,3.dicot,native,,,1,,,1,,,1,,1,needsID-likely correct,"not on parks list, but occurs in park",retain voucher,recent_vouchers_only,2015,2015,yes_correct,,
,Bossiaea rhombifolia,Bossiaea rhombifolia,current,Fabaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1915,1915,none,,
,Bossiaea scolopendria,Bossiaea scolopendria,current,Fabaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1960,1963,,2021,2021
,Bossiaea stephensonii,Bossiaea stephensonii,current,Fabaceae,3.dicot,native,87,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,1992,,2019,2024
"locality notes for the voucher are a bit ambiguous, but I'll retain it",Bothriochloa decipiens,Bothriochloa decipiens,current,Poaceae,4.monocot,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1987,1987,none,,
,Botrychium australe,Botrychium australe,current,Ophioglossaceae,1.ferns/primitive,native,1,1,,1,1,,1,,,,1,"retain, but restricted license",retain on list,"no voucher, but exists in park",no_vouchers,,,,2023,2023
